x,y,z,Fz
29,77,70,6.24908942e+01
29,77,71,6.16121349e+01
29,77,72,nan
29,77,73,nan
29,77,74,nan
29,77,75,nan
29,77,76,5.74425743e+01
29,77,77,5.81127228e+01
29,77,78,nan
29,77,79,nan
29,77,80,nan
29,77,81,5.83496285e+01
29,77,82,5.92702634e+01
29,77,83,6.13918359e+01
29,77,84,6.23404247e+01
29,77,85,nan
29,77,86,nan
29,77,87,nan
29,77,88,6.24773827e+01
29,77,89,5.81286989e+01
29,77,90,nan
29,77,91,nan
29,77,92,6.26354506e+01
29,77,93,6.36912958e+01
29,77,94,nan
29,77,95,6.23802758e+01
29,77,96,nan
29,77,97,nan
29,77,98,nan
29,77,99,6.08699682e+01
29,78,0,6.34007168e+01
29,78,1,6.06662205e+01
29,78,2,nan
29,78,3,nan
29,78,4,5.64316316e+01
29,78,5,nan
29,78,6,nan
29,78,7,6.14744659e+01
29,78,8,5.95313057e+01
29,78,9,nan
29,78,10,6.22011698e+01
29,78,11,6.31681207e+01
29,78,12,5.57779221e+01
29,78,13,nan
29,78,14,nan
29,78,15,nan
29,78,16,6.34543105e+01
29,78,17,6.16508917e+01
29,78,18,nan
29,78,19,nan
29,78,20,nan
29,78,21,nan
29,78,22,5.94818805e+01
29,78,23,5.95960065e+01
29,78,24,nan
29,78,25,nan
29,78,26,6.23266497e+01
29,78,27,6.28933615e+01
29,78,28,nan
29,78,29,nan
29,78,30,5.67326888e+01
29,78,31,nan
29,78,32,6.35953981e+01
29,78,33,6.06475442e+01
29,78,34,6.16221854e+01
29,78,35,5.82938160e+01
29,78,36,nan
29,78,37,nan
29,78,38,5.69480914e+01
29,78,39,5.90461409e+01
29,78,40,6.03808914e+01
29,78,41,nan
29,78,42,nan
29,78,43,5.88001470e+01
29,78,44,6.20712953e+01
29,78,45,nan
29,78,46,nan
29,78,47,nan
29,78,48,5.76207130e+01
29,78,49,6.02029050e+01
29,78,50,nan
29,78,51,nan
29,78,52,6.36113278e+01
29,78,53,nan
29,78,54,6.45395899e+01
29,78,55,6.06425022e+01
29,78,56,nan
29,78,57,5.79234223e+01
29,78,58,5.95342842e+01
29,78,59,6.12570366e+01
29,78,60,5.55245722e+01
29,78,61,nan
29,78,62,5.96973833e+01
29,78,63,5.87845893e+01
29,78,64,nan
29,78,65,nan
29,78,66,6.04926891e+01
29,78,67,5.55931241e+01
29,78,68,nan
29,78,69,nan
29,78,70,6.03684128e+01
29,78,71,5.88205629e+01
29,78,72,5.79200300e+01
29,78,73,nan
29,78,74,nan
29,78,75,nan
29,78,76,5.66368300e+01
29,78,77,nan
29,78,78,nan
29,78,79,5.93835781e+01
29,78,80,nan
29,78,81,nan
29,78,82,5.99880713e+01
29,78,83,5.71657713e+01
29,78,84,6.43293971e+01
29,78,85,nan
29,78,86,nan
29,78,87,5.59968228e+01
29,78,88,6.02043905e+01
29,78,89,5.61390597e+01
29,78,90,nan
29,78,91,6.44846878e+01
29,78,92,nan
29,78,93,nan
29,78,94,6.37900628e+01
29,78,95,nan
29,78,96,nan
29,78,97,6.00165913e+01
29,78,98,nan
29,78,99,nan
29,79,0,6.10729635e+01
29,79,1,5.96764932e+01
29,79,2,nan
29,79,3,nan
29,79,4,5.82705456e+01
29,79,5,6.15801393e+01
29,79,6,5.87032561e+01
29,79,7,5.93782097e+01
29,79,8,5.98468478e+01
29,79,9,nan
29,79,10,nan
29,79,11,6.35968355e+01
29,79,12,5.74148995e+01
29,79,13,nan
29,79,14,5.93770991e+01
29,79,15,nan
29,79,16,nan
29,79,17,6.06235588e+01
29,79,18,6.03024529e+01
29,79,19,nan
29,79,20,5.80624922e+01
29,79,21,nan
29,79,22,5.80706549e+01
29,79,23,6.00129125e+01
29,79,24,nan
29,79,25,6.22880751e+01
29,79,26,6.55435219e+01
29,79,27,5.98498956e+01
29,79,28,nan
29,79,29,nan
29,79,30,6.33541862e+01
29,79,31,5.79230761e+01
29,79,32,nan
29,79,33,5.82750127e+01
29,79,34,6.17311895e+01
29,79,35,6.04084292e+01
29,79,36,nan
29,79,37,nan
29,79,38,nan
29,79,39,5.97841957e+01
29,79,40,5.86071156e+01
29,79,41,5.28584999e+01
29,79,42,nan
29,79,43,6.34407914e+01
29,79,44,6.15776699e+01
29,79,45,5.97777935e+01
29,79,46,nan
29,79,47,nan
29,79,48,5.91079561e+01
29,79,49,6.13242078e+01
29,79,50,6.06678578e+01
29,79,51,nan
29,79,52,6.35248235e+01
29,79,53,nan
29,79,54,nan
29,79,55,nan
29,79,56,nan
29,79,57,5.73828418e+01
29,79,58,6.14528327e+01
29,79,59,5.83004191e+01
29,79,60,nan
29,79,61,nan
29,79,62,nan
29,79,63,6.00359863e+01
29,79,64,nan
29,79,65,nan
29,79,66,5.91355022e+01
29,79,67,nan
29,79,68,nan
29,79,69,5.85231962e+01
29,79,70,5.87499999e+01
29,79,71,5.80664187e+01
29,79,72,5.89426800e+01
29,79,73,nan
29,79,74,6.26110464e+01
29,79,75,nan
29,79,76,nan
29,79,77,nan
29,79,78,nan
29,79,79,5.67831051e+01
29,79,80,6.00632039e+01
29,79,81,nan
29,79,82,nan
29,79,83,5.84729250e+01
29,79,84,nan
29,79,85,6.01736183e+01
29,79,86,5.97452665e+01
29,79,87,5.83642123e+01
29,79,88,nan
29,79,89,nan
29,79,90,nan
29,79,91,nan
29,79,92,5.94906870e+01
29,79,93,5.85780352e+01
29,79,94,6.09228794e+01
29,79,95,nan
29,79,96,nan
29,79,97,5.74442438e+01
29,79,98,nan
29,79,99,nan
29,80,0,6.45252654e+01
29,80,1,nan
29,80,2,nan
29,80,3,nan
29,80,4,6.01607226e+01
29,80,5,5.82939408e+01
29,80,6,nan
29,80,7,nan
29,80,8,nan
29,80,9,nan
29,80,10,6.01908538e+01
29,80,11,5.61778884e+01
29,80,12,5.80057076e+01
29,80,13,nan
29,80,14,nan
29,80,15,6.00997113e+01
29,80,16,nan
29,80,17,nan
29,80,18,6.14019857e+01
29,80,19,5.88986415e+01
29,80,20,5.85881487e+01
29,80,21,nan
29,80,22,nan
29,80,23,nan
29,80,24,5.76674135e+01
29,80,25,5.94974424e+01
29,80,26,6.47150822e+01
29,80,27,6.14715332e+01
29,80,28,nan
29,80,29,nan
29,80,30,5.95100463e+01
29,80,31,nan
29,80,32,nan
29,80,33,nan
29,80,34,5.66595265e+01
29,80,35,5.90281270e+01
29,80,36,5.93753138e+01
29,80,37,nan
29,80,38,nan
29,80,39,6.08279551e+01
29,80,40,5.88569275e+01
29,80,41,nan
29,80,42,nan
29,80,43,6.35268938e+01
29,80,44,6.23266248e+01
29,80,45,6.51545191e+01
29,80,46,5.94712466e+01
29,80,47,nan
29,80,48,nan
29,80,49,5.86341530e+01
29,80,50,5.94690434e+01
29,80,51,6.09295394e+01
29,80,52,6.20555345e+01
29,80,53,6.11580351e+01
29,80,54,6.17889397e+01
29,80,55,nan
29,80,56,nan
29,80,57,nan
29,80,58,6.05110106e+01
29,80,59,5.73301562e+01
29,80,60,nan
29,80,61,nan
29,80,62,5.65900971e+01
29,80,63,5.85618891e+01
29,80,64,6.43194581e+01
29,80,65,nan
29,80,66,nan
29,80,67,nan
29,80,68,nan
29,80,69,5.87738166e+01
29,80,70,5.72924317e+01
29,80,71,5.70836585e+01
29,80,72,5.68125214e+01
29,80,73,5.93542887e+01
29,80,74,6.25174678e+01
29,80,75,5.75138192e+01
29,80,76,nan
29,80,77,nan
29,80,78,5.60604202e+01
29,80,79,5.97101677e+01
29,80,80,5.65959852e+01
29,80,81,5.92775471e+01
29,80,82,6.10383276e+01
29,80,83,nan
29,80,84,nan
29,80,85,nan
29,80,86,5.96091697e+01
29,80,87,nan
29,80,88,nan
29,80,89,nan
29,80,90,nan
29,80,91,nan
29,80,92,5.73116648e+01
29,80,93,6.27885541e+01
29,80,94,5.47844455e+01
29,80,95,nan
29,80,96,nan
29,80,97,6.34438118e+01
29,80,98,nan
29,80,99,nan
29,81,0,6.44398524e+01
29,81,1,nan
29,81,2,nan
29,81,3,nan
29,81,4,5.81588530e+01
29,81,5,5.92376046e+01
29,81,6,nan
29,81,7,nan
29,81,8,nan
29,81,9,nan
29,81,10,6.45640800e+01
29,81,11,6.38688506e+01
29,81,12,nan
29,81,13,nan
29,81,14,5.99976073e+01
29,81,15,5.88387162e+01
29,81,16,nan
29,81,17,nan
29,81,18,6.02058205e+01
29,81,19,6.03224981e+01
29,81,20,5.64189721e+01
29,81,21,nan
29,81,22,nan
29,81,23,5.78761216e+01
29,81,24,5.90044813e+01
29,81,25,6.04493306e+01
29,81,26,6.00178135e+01
29,81,27,6.33965701e+01
29,81,28,5.78215373e+01
29,81,29,nan
29,81,30,nan
29,81,31,5.59037355e+01
29,81,32,nan
29,81,33,5.94780204e+01
29,81,34,5.62658780e+01
29,81,35,nan
29,81,36,5.96491065e+01
29,81,37,5.75988667e+01
29,81,38,nan
29,81,39,6.47290034e+01
29,81,40,5.95619186e+01
29,81,41,nan
29,81,42,6.36248987e+01
29,81,43,6.23987318e+01
29,81,44,5.73285434e+01
29,81,45,nan
29,81,46,nan
29,81,47,nan
29,81,48,5.79531947e+01
29,81,49,5.64885627e+01
29,81,50,5.71745141e+01
29,81,51,nan
29,81,52,6.00000212e+01
29,81,53,nan
29,81,54,6.18099410e+01
29,81,55,6.07300396e+01
29,81,56,nan
29,81,57,nan
29,81,58,6.02180714e+01
29,81,59,5.60444420e+01
29,81,60,6.22707264e+01
29,81,61,nan
29,81,62,nan
29,81,63,6.40795722e+01
29,81,64,6.34947028e+01
29,81,65,nan
29,81,66,nan
29,81,67,nan
29,81,68,5.81291896e+01
29,81,69,5.84882589e+01
29,81,70,5.73126168e+01
29,81,71,6.09077724e+01
29,81,72,5.88252080e+01
29,81,73,nan
29,81,74,5.96323126e+01
29,81,75,nan
29,81,76,nan
29,81,77,6.11472574e+01
29,81,78,nan
29,81,79,nan
29,81,80,5.68991280e+01
29,81,81,6.07715165e+01
29,81,82,6.01193236e+01
29,81,83,nan
29,81,84,nan
29,81,85,5.94593273e+01
29,81,86,6.03828546e+01
29,81,87,nan
29,81,88,nan
29,81,89,nan
29,81,90,5.70631119e+01
29,81,91,5.83526151e+01
29,81,92,nan
29,81,93,6.01399513e+01
29,81,94,5.61722461e+01
29,81,95,nan
29,81,96,6.04713154e+01
29,81,97,6.39384214e+01
29,81,98,nan
29,81,99,6.42285226e+01
29,82,0,6.02259481e+01
29,82,1,nan
29,82,2,nan
29,82,3,6.08499515e+01
29,82,4,5.91210381e+01
29,82,5,5.58743638e+01
29,82,6,nan
29,82,7,nan
29,82,8,5.57282772e+01
29,82,9,nan
29,82,10,nan
29,82,11,6.33182681e+01
29,82,12,6.09318569e+01
29,82,13,nan
29,82,14,5.75849879e+01
29,82,15,6.12871138e+01
29,82,16,5.54954705e+01
29,82,17,nan
29,82,18,nan
29,82,19,6.08756580e+01
29,82,20,5.81782019e+01
29,82,21,nan
29,82,22,nan
29,82,23,5.92518522e+01
29,82,24,6.24311588e+01
29,82,25,5.91956337e+01
29,82,26,nan
29,82,27,6.03017161e+01
29,82,28,6.43789405e+01
29,82,29,nan
29,82,30,nan
29,82,31,6.39415502e+01
29,82,32,5.85802272e+01
29,82,33,nan
29,82,34,5.92103272e+01
29,82,35,nan
29,82,36,5.73316734e+01
29,82,37,5.99680646e+01
29,82,38,6.22517335e+01
29,82,39,6.35458752e+01
29,82,40,nan
29,82,41,nan
29,82,42,nan
29,82,43,6.19082303e+01
29,82,44,5.84469536e+01
29,82,45,nan
29,82,46,5.96622679e+01
29,82,47,5.69960066e+01
29,82,48,6.06969363e+01
29,82,49,5.66639336e+01
29,82,50,nan
29,82,51,nan
29,82,52,nan
29,82,53,nan
29,82,54,5.97348838e+01
29,82,55,6.13260471e+01
29,82,56,5.46204616e+01
29,82,57,nan
29,82,58,nan
29,82,59,6.04386507e+01
29,82,60,6.45130383e+01
29,82,61,nan
29,82,62,nan
29,82,63,nan
29,82,64,6.35886577e+01
29,82,65,6.28695715e+01
29,82,66,nan
29,82,67,6.05905157e+01
29,82,68,6.25151417e+01
29,82,69,nan
29,82,70,nan
29,82,71,6.05392975e+01
29,82,72,5.96081453e+01
29,82,73,5.54719502e+01
29,82,74,nan
29,82,75,5.85937240e+01
29,82,76,nan
29,82,77,nan
29,82,78,nan
29,82,79,nan
29,82,80,nan
29,82,81,6.19930581e+01
29,82,82,5.88978663e+01
29,82,83,nan
29,82,84,5.92959427e+01
29,82,85,6.22269810e+01
29,82,86,6.14605497e+01
29,82,87,nan
29,82,88,nan
29,82,89,nan
29,82,90,5.78700296e+01
29,82,91,5.96636236e+01
29,82,92,6.43751712e+01
29,82,93,6.32944642e+01
29,82,94,5.89301229e+01
29,82,95,nan
29,82,96,nan
29,82,97,6.31317118e+01
29,82,98,nan
29,82,99,nan
29,83,0,nan
29,83,1,6.10516809e+01
29,83,2,nan
29,83,3,nan
29,83,4,6.10921618e+01
29,83,5,5.37168930e+01
29,83,6,nan
29,83,7,nan
29,83,8,5.92014472e+01
29,83,9,6.02947487e+01
29,83,10,6.42402811e+01
29,83,11,nan
29,83,12,nan
29,83,13,6.09948031e+01
29,83,14,5.65107636e+01
29,83,15,6.03021549e+01
29,83,16,nan
29,83,17,nan
29,83,18,nan
29,83,19,5.90842849e+01
29,83,20,nan
29,83,21,nan
29,83,22,6.09226161e+01
29,83,23,6.01934606e+01
29,83,24,5.73598285e+01
29,83,25,5.90666363e+01
29,83,26,nan
29,83,27,nan
29,83,28,nan
29,83,29,nan
29,83,30,6.43588309e+01
29,83,31,nan
29,83,32,nan
29,83,33,5.66504260e+01
29,83,34,6.09338435e+01
29,83,35,5.92012620e+01
29,83,36,nan
29,83,37,6.11194130e+01
29,83,38,6.16931634e+01
29,83,39,6.07202321e+01
29,83,40,nan
29,83,41,nan
29,83,42,6.43856778e+01
29,83,43,6.47051637e+01
29,83,44,5.45724356e+01
29,83,45,nan
29,83,46,nan
29,83,47,5.77713351e+01
29,83,48,5.85464856e+01
29,83,49,nan
29,83,50,nan
29,83,51,nan
29,83,52,nan
29,83,53,5.82723681e+01
29,83,54,6.13550354e+01
29,83,55,6.18019267e+01
29,83,56,6.04898277e+01
29,83,57,nan
29,83,58,nan
29,83,59,nan
29,83,60,6.08753315e+01
29,83,61,5.63673252e+01
29,83,62,nan
29,83,63,5.51870239e+01
29,83,64,nan
29,83,65,5.71694492e+01
29,83,66,5.67693462e+01
29,83,67,nan
29,83,68,nan
29,83,69,nan
29,83,70,6.25254853e+01
29,83,71,nan
29,83,72,nan
29,83,73,5.78517113e+01
29,83,74,5.98951039e+01
29,83,75,5.78451875e+01
29,83,76,6.14491037e+01
29,83,77,nan
29,83,78,nan
29,83,79,nan
29,83,80,nan
29,83,81,nan
29,83,82,nan
29,83,83,5.91280078e+01
29,83,84,5.88247731e+01
29,83,85,6.02420122e+01
29,83,86,5.84206775e+01
29,83,87,nan
29,83,88,nan
29,83,89,nan
29,83,90,5.66655366e+01
29,83,91,6.05942506e+01
29,83,92,5.93944902e+01
29,83,93,6.22996824e+01
29,83,94,nan
29,83,95,nan
29,83,96,6.39984453e+01
29,83,97,6.32503909e+01
29,83,98,nan
29,83,99,nan
29,84,0,5.77030271e+01
29,84,1,5.68265643e+01
29,84,2,nan
29,84,3,nan
29,84,4,6.02253627e+01
29,84,5,5.75496542e+01
29,84,6,6.44813230e+01
29,84,7,nan
29,84,8,nan
29,84,9,6.02882028e+01
29,84,10,6.14686313e+01
29,84,11,nan
29,84,12,nan
29,84,13,nan
29,84,14,5.94924379e+01
29,84,15,5.66867673e+01
29,84,16,nan
29,84,17,nan
29,84,18,5.92427255e+01
29,84,19,nan
29,84,20,nan
29,84,21,6.44414055e+01
29,84,22,6.06671448e+01
29,84,23,nan
29,84,24,6.11247578e+01
29,84,25,5.59966776e+01
29,84,26,nan
29,84,27,nan
29,84,28,nan
29,84,29,6.07316470e+01
29,84,30,nan
29,84,31,nan
29,84,32,6.41203890e+01
29,84,33,5.95465362e+01
29,84,34,nan
29,84,35,6.00329406e+01
29,84,36,nan
29,84,37,nan
29,84,38,6.33548134e+01
29,84,39,6.21605592e+01
29,84,40,nan
29,84,41,nan
29,84,42,nan
29,84,43,6.36331888e+01
29,84,44,nan
29,84,45,nan
29,84,46,5.89040209e+01
29,84,47,nan
29,84,48,5.79124679e+01
29,84,49,nan
29,84,50,nan
29,84,51,nan
29,84,52,6.04237165e+01
29,84,53,5.95163503e+01
29,84,54,6.34644464e+01
29,84,55,nan
29,84,56,nan
29,84,57,nan
29,84,58,nan
29,84,59,nan
29,84,60,5.96797079e+01
29,84,61,5.82935358e+01
29,84,62,5.89720864e+01
29,84,63,nan
29,84,64,nan
29,84,65,5.84784634e+01
29,84,66,5.79781034e+01
29,84,67,nan
29,84,68,nan
29,84,69,6.43493285e+01
29,84,70,6.35470362e+01
29,84,71,5.31715113e+01
29,84,72,nan
29,84,73,nan
29,84,74,5.93392202e+01
29,84,75,6.24217192e+01
29,84,76,5.66402907e+01
29,84,77,nan
29,84,78,nan
29,84,79,nan
29,84,80,nan
29,84,81,nan
29,84,82,5.87882675e+01
29,84,83,6.06684929e+01
29,84,84,nan
29,84,85,nan
29,84,86,5.74932457e+01
29,84,87,nan
29,84,88,6.44908200e+01
29,84,89,5.96905218e+01
29,84,90,nan
29,84,91,5.87608783e+01
29,84,92,5.86184332e+01
29,84,93,5.54777455e+01
29,84,94,nan
29,84,95,nan
29,84,96,nan
29,84,97,6.25578049e+01
29,84,98,5.87109142e+01
29,84,99,nan
29,85,0,nan
29,85,1,5.96622121e+01
29,85,2,5.74450342e+01
29,85,3,nan
29,85,4,nan
29,85,5,6.27386995e+01
29,85,6,6.37166680e+01
29,85,7,nan
29,85,8,nan
29,85,9,nan
29,85,10,nan
29,85,11,nan
29,85,12,nan
29,85,13,6.40683937e+01
29,85,14,5.95405911e+01
29,85,15,nan
29,85,16,6.39636711e+01
29,85,17,5.95870067e+01
29,85,18,nan
29,85,19,nan
29,85,20,6.14680860e+01
29,85,21,nan
29,85,22,nan
29,85,23,5.68021086e+01
29,85,24,nan
29,85,25,5.95278430e+01
29,85,26,5.44373178e+01
29,85,27,nan
29,85,28,nan
29,85,29,5.95928041e+01
29,85,30,5.66762677e+01
29,85,31,nan
29,85,32,5.63841292e+01
29,85,33,nan
29,85,34,nan
29,85,35,nan
29,85,36,nan
29,85,37,5.67570689e+01
29,85,38,5.98951426e+01
29,85,39,5.64621616e+01
29,85,40,5.70434492e+01
29,85,41,5.76895428e+01
29,85,42,nan
29,85,43,nan
29,85,44,6.29810884e+01
29,85,45,6.43403261e+01
29,85,46,nan
29,85,47,nan
29,85,48,nan
29,85,49,nan
29,85,50,nan
29,85,51,6.07272390e+01
29,85,52,nan
29,85,53,6.03213800e+01
29,85,54,nan
29,85,55,nan
29,85,56,6.06493261e+01
29,85,57,5.97580749e+01
29,85,58,nan
29,85,59,5.59570966e+01
29,85,60,6.30703632e+01
29,85,61,6.43562739e+01
29,85,62,nan
29,85,63,nan
29,85,64,nan
29,85,65,5.73854006e+01
29,85,66,6.07513739e+01
29,85,67,nan
29,85,68,5.78121438e+01
29,85,69,nan
29,85,70,6.29156328e+01
29,85,71,6.32436455e+01
29,85,72,nan
29,85,73,nan
29,85,74,6.45906280e+01
29,85,75,5.78292818e+01
29,85,76,nan
29,85,77,nan
29,85,78,nan
29,85,79,nan
29,85,80,nan
29,85,81,nan
29,85,82,5.91674607e+01
29,85,83,6.25481811e+01
29,85,84,5.54978130e+01
29,85,85,nan
29,85,86,nan
29,85,87,nan
29,85,88,nan
29,85,89,6.01975779e+01
29,85,90,5.74671593e+01
29,85,91,nan
29,85,92,nan
29,85,93,nan
29,85,94,5.90588403e+01
29,85,95,nan
29,85,96,6.39733361e+01
29,85,97,6.51351014e+01
29,85,98,5.60039221e+01
29,85,99,nan
29,86,0,nan
29,86,1,nan
29,86,2,6.43319434e+01
29,86,3,nan
29,86,4,6.16958226e+01
29,86,5,nan
29,86,6,nan
29,86,7,5.95243085e+01
29,86,8,nan
29,86,9,5.80982464e+01
29,86,10,nan
29,86,11,nan
29,86,12,nan
29,86,13,nan
29,86,14,nan
29,86,15,6.10142595e+01
29,86,16,6.11798301e+01
29,86,17,nan
29,86,18,nan
29,86,19,nan
29,86,20,nan
29,86,21,6.29043991e+01
29,86,22,6.42960529e+01
29,86,23,nan
29,86,24,nan
29,86,25,nan
29,86,26,6.05047331e+01
29,86,27,nan
29,86,28,nan
29,86,29,nan
29,86,30,5.88460366e+01
29,86,31,6.03878830e+01
29,86,32,5.60600881e+01
29,86,33,nan
29,86,34,nan
29,86,35,nan
29,86,36,5.85553166e+01
29,86,37,6.00978636e+01
29,86,38,6.07657014e+01
29,86,39,nan
29,86,40,nan
29,86,41,5.67683230e+01
29,86,42,nan
29,86,43,nan
29,86,44,5.96616003e+01
29,86,45,6.31976079e+01
29,86,46,nan
29,86,47,nan
29,86,48,6.01069004e+01
29,86,49,nan
29,86,50,nan
29,86,51,5.87153602e+01
29,86,52,nan
29,86,53,5.71464068e+01
29,86,54,nan
29,86,55,5.84902159e+01
29,86,56,6.37262609e+01
29,86,57,nan
29,86,58,nan
29,86,59,6.18155475e+01
29,86,60,6.15464738e+01
29,86,61,5.86759272e+01
29,86,62,nan
29,86,63,nan
29,86,64,nan
29,86,65,nan
29,86,66,5.77871085e+01
29,86,67,5.99820910e+01
29,86,68,nan
29,86,69,nan
29,86,70,nan
29,86,71,6.33654805e+01
29,86,72,nan
29,86,73,nan
29,86,74,6.49673240e+01
29,86,75,5.67971007e+01
29,86,76,nan
29,86,77,nan
29,86,78,6.08295237e+01
29,86,79,nan
29,86,80,nan
29,86,81,nan
29,86,82,5.80556947e+01
29,86,83,5.96400892e+01
29,86,84,6.08212537e+01
29,86,85,nan
29,86,86,nan
29,86,87,nan
29,86,88,nan
29,86,89,5.77278981e+01
29,86,90,5.77827217e+01
29,86,91,nan
29,86,92,nan
29,86,93,5.68424643e+01
29,86,94,6.21044762e+01
29,86,95,5.80879043e+01
29,86,96,nan
29,86,97,6.41784165e+01
29,86,98,nan
29,86,99,5.93808903e+01
29,87,0,nan
29,87,1,nan
29,87,2,6.13646211e+01
29,87,3,5.97871581e+01
29,87,4,6.46315906e+01
29,87,5,nan
29,87,6,nan
29,87,7,nan
29,87,8,6.13626372e+01
29,87,9,5.98258695e+01
29,87,10,nan
29,87,11,6.45677596e+01
29,87,12,nan
29,87,13,nan
29,87,14,6.32087338e+01
29,87,15,6.44604620e+01
29,87,16,5.94709032e+01
29,87,17,nan
29,87,18,nan
29,87,19,5.93497565e+01
29,87,20,nan
29,87,21,nan
29,87,22,5.92857483e+01
29,87,23,nan
29,87,24,nan
29,87,25,6.14069880e+01
29,87,26,6.20816819e+01
29,87,27,nan
29,87,28,nan
29,87,29,nan
29,87,30,5.97106187e+01
29,87,31,5.91808335e+01
29,87,32,nan
29,87,33,nan
29,87,34,nan
29,87,35,6.22513636e+01
29,87,36,nan
29,87,37,nan
29,87,38,6.03483755e+01
29,87,39,nan
29,87,40,nan
29,87,41,5.78825597e+01
29,87,42,5.73555390e+01
29,87,43,6.39934350e+01
29,87,44,5.75075989e+01
29,87,45,nan
29,87,46,nan
29,87,47,6.07623614e+01
29,87,48,5.74169963e+01
29,87,49,5.69755420e+01
29,87,50,nan
29,87,51,nan
29,87,52,5.68893147e+01
29,87,53,6.04378718e+01
29,87,54,nan
29,87,55,nan
29,87,56,6.26302398e+01
29,87,57,6.16022093e+01
29,87,58,nan
29,87,59,5.83126030e+01
29,87,60,6.44956020e+01
29,87,61,6.06892839e+01
29,87,62,nan
29,87,63,5.58976630e+01
29,87,64,nan
29,87,65,nan
29,87,66,6.01177112e+01
29,87,67,5.86439866e+01
29,87,68,nan
29,87,69,nan
29,87,70,nan
29,87,71,5.95482997e+01
29,87,72,nan
29,87,73,nan
29,87,74,6.35403844e+01
29,87,75,nan
29,87,76,nan
29,87,77,5.75927573e+01
29,87,78,nan
29,87,79,6.00203324e+01
29,87,80,6.47177755e+01
29,87,81,6.37006624e+01
29,87,82,nan
29,87,83,nan
29,87,84,5.84903636e+01
29,87,85,5.83229428e+01
29,87,86,nan
29,87,87,nan
29,87,88,nan
29,87,89,5.89262185e+01
29,87,90,5.68168725e+01
29,87,91,nan
29,87,92,nan
29,87,93,5.64410282e+01
29,87,94,5.93595679e+01
29,87,95,nan
29,87,96,nan
29,87,97,5.84535772e+01
29,87,98,6.17229892e+01
29,87,99,6.33529052e+01
29,88,0,6.45966219e+01
29,88,1,nan
29,88,2,nan
29,88,3,6.43288143e+01
29,88,4,5.93625137e+01
29,88,5,nan
29,88,6,nan
29,88,7,5.96043642e+01
29,88,8,nan
29,88,9,nan
29,88,10,5.92532794e+01
29,88,11,6.01721782e+01
29,88,12,nan
29,88,13,nan
29,88,14,nan
29,88,15,6.33836444e+01
29,88,16,5.77743002e+01
29,88,17,nan
29,88,18,5.55355025e+01
29,88,19,nan
29,88,20,nan
29,88,21,nan
29,88,22,nan
29,88,23,6.06575971e+01
29,88,24,5.83816834e+01
29,88,25,nan
29,88,26,6.15642189e+01
29,88,27,nan
29,88,28,nan
29,88,29,nan
29,88,30,6.09931498e+01
29,88,31,5.80962774e+01
29,88,32,5.75220910e+01
29,88,33,5.88819764e+01
29,88,34,6.02163901e+01
29,88,35,6.14199539e+01
29,88,36,5.57057586e+01
29,88,37,nan
29,88,38,nan
29,88,39,nan
29,88,40,nan
29,88,41,5.97388554e+01
29,88,42,nan
29,88,43,nan
29,88,44,5.74644985e+01
29,88,45,5.87898542e+01
29,88,46,5.67683182e+01
29,88,47,nan
29,88,48,6.22168224e+01
29,88,49,5.92179901e+01
29,88,50,nan
29,88,51,nan
29,88,52,nan
29,88,53,6.20948757e+01
29,88,54,5.82097355e+01
29,88,55,nan
29,88,56,nan
29,88,57,6.01922389e+01
29,88,58,6.06468739e+01
29,88,59,nan
29,88,60,nan
29,88,61,6.09682252e+01
29,88,62,6.25840973e+01
29,88,63,nan
29,88,64,nan
29,88,65,nan
29,88,66,5.93412095e+01
29,88,67,6.16105807e+01
29,88,68,5.59400265e+01
29,88,69,nan
29,88,70,6.34198284e+01
29,88,71,6.08315980e+01
29,88,72,6.43982959e+01
29,88,73,nan
29,88,74,nan
29,88,75,5.63031392e+01
29,88,76,nan
29,88,77,5.90987856e+01
29,88,78,6.12414349e+01
29,88,79,nan
29,88,80,nan
29,88,81,nan
29,88,82,5.70266130e+01
29,88,83,6.04990683e+01
29,88,84,6.08963750e+01
29,88,85,5.82132252e+01
29,88,86,nan
29,88,87,nan
29,88,88,nan
29,88,89,5.74426404e+01
29,88,90,5.91242905e+01
29,88,91,5.92984228e+01
29,88,92,5.67151835e+01
29,88,93,5.74392611e+01
29,88,94,5.75738386e+01
29,88,95,nan
29,88,96,5.88445624e+01
29,88,97,5.74354478e+01
29,88,98,nan
29,88,99,6.16588108e+01
29,89,0,nan
29,89,1,5.71126951e+01
29,89,2,5.94005171e+01
29,89,3,6.44326722e+01
29,89,4,6.05745109e+01
29,89,5,nan
29,89,6,6.14551984e+01
29,89,7,nan
29,89,8,nan
29,89,9,nan
29,89,10,5.59282473e+01
29,89,11,nan
29,89,12,nan
29,89,13,6.03469026e+01
29,89,14,5.81113720e+01
29,89,15,nan
29,89,16,5.92752443e+01
29,89,17,5.87899655e+01
29,89,18,5.73550049e+01
29,89,19,nan
29,89,20,nan
29,89,21,nan
29,89,22,5.82800931e+01
29,89,23,nan
29,89,24,nan
29,89,25,6.09128403e+01
29,89,26,5.53971580e+01
29,89,27,nan
29,89,28,nan
29,89,29,nan
29,89,30,5.76651413e+01
29,89,31,5.75130847e+01
29,89,32,5.96951574e+01
29,89,33,5.57396454e+01
29,89,34,nan
