x,y,z,Fy
36,81,15,6.20925815e+01
36,81,16,nan
36,81,17,nan
36,81,18,nan
36,81,19,5.63894547e+01
36,81,20,nan
36,81,21,5.77827063e+01
36,81,22,5.63070430e+01
36,81,23,nan
36,81,24,5.79604278e+01
36,81,25,5.65111224e+01
36,81,26,6.04324363e+01
36,81,27,5.93539334e+01
36,81,28,nan
36,81,29,5.65492231e+01
36,81,30,6.00939514e+01
36,81,31,6.25903400e+01
36,81,32,5.85957829e+01
36,81,33,nan
36,81,34,5.67282923e+01
36,81,35,nan
36,81,36,5.97412232e+01
36,81,37,nan
36,81,38,6.03922349e+01
36,81,39,6.33942209e+01
36,81,40,6.05149892e+01
36,81,41,6.35313489e+01
36,81,42,6.34615931e+01
36,81,43,5.96811532e+01
36,81,44,6.12988985e+01
36,81,45,6.05762278e+01
36,81,46,nan
36,81,47,nan
36,81,48,nan
36,81,49,nan
36,81,50,nan
36,81,51,5.66450738e+01
36,81,52,6.04068612e+01
36,81,53,5.68444509e+01
36,81,54,6.08023298e+01
36,81,55,nan
36,81,56,6.17983478e+01
36,81,57,nan
36,81,58,nan
36,81,59,nan
36,81,60,6.11440309e+01
36,81,61,6.06320038e+01
36,81,62,5.73755058e+01
36,81,63,nan
36,81,64,5.88016296e+01
36,81,65,nan
36,81,66,nan
36,81,67,nan
36,81,68,nan
36,81,69,nan
36,81,70,nan
36,81,71,nan
36,81,72,6.23177194e+01
36,81,73,5.93470274e+01
36,81,74,5.82462401e+01
36,81,75,nan
36,81,76,6.11583679e+01
36,81,77,nan
36,81,78,nan
36,81,79,6.10324978e+01
36,81,80,5.97295301e+01
36,81,81,6.45793038e+01
36,81,82,6.09779108e+01
36,81,83,5.84314125e+01
36,81,84,5.63867122e+01
36,81,85,nan
36,81,86,6.05723578e+01
36,81,87,nan
36,81,88,6.34505007e+01
36,81,89,6.08548951e+01
36,81,90,6.29138884e+01
36,81,91,6.17672828e+01
36,81,92,nan
36,81,93,nan
36,81,94,6.04108204e+01
36,81,95,nan
36,81,96,nan
36,81,97,6.08496459e+01
36,81,98,5.89887545e+01
36,81,99,5.90342434e+01
36,82,0,nan
36,82,1,nan
36,82,2,6.02113777e+01
36,82,3,nan
36,82,4,nan
36,82,5,nan
36,82,6,nan
36,82,7,nan
36,82,8,nan
36,82,9,nan
36,82,10,nan
36,82,11,nan
36,82,12,nan
36,82,13,nan
36,82,14,5.66894061e+01
36,82,15,nan
36,82,16,6.18882565e+01
36,82,17,5.65339391e+01
36,82,18,5.89019654e+01
36,82,19,5.81953489e+01
36,82,20,5.65969831e+01
36,82,21,5.91426267e+01
36,82,22,5.78690510e+01
36,82,23,6.11651744e+01
36,82,24,5.97988316e+01
36,82,25,5.75658523e+01
36,82,26,6.04614489e+01
36,82,27,5.84478505e+01
36,82,28,nan
36,82,29,nan
36,82,30,nan
36,82,31,5.72700372e+01
36,82,32,5.76448152e+01
36,82,33,5.59364384e+01
36,82,34,nan
36,82,35,nan
36,82,36,6.04129526e+01
36,82,37,5.92768943e+01
36,82,38,6.13409134e+01
36,82,39,6.32995155e+01
36,82,40,nan
36,82,41,nan
36,82,42,6.45605178e+01
36,82,43,nan
36,82,44,6.07827379e+01
36,82,45,5.63178174e+01
36,82,46,5.87864340e+01
36,82,47,5.75227456e+01
36,82,48,nan
36,82,49,5.81714068e+01
36,82,50,6.00761424e+01
36,82,51,6.11229331e+01
36,82,52,nan
36,82,53,6.14532912e+01
36,82,54,6.01272060e+01
36,82,55,5.91376151e+01
36,82,56,nan
36,82,57,nan
36,82,58,nan
36,82,59,nan
36,82,60,5.49039227e+01
36,82,61,5.85434906e+01
36,82,62,5.66520290e+01
36,82,63,6.33347009e+01
36,82,64,nan
36,82,65,nan
36,82,66,6.21985217e+01
36,82,67,nan
36,82,68,6.31082246e+01
36,82,69,nan
36,82,70,nan
36,82,71,6.24445408e+01
36,82,72,5.67781139e+01
36,82,73,5.87686676e+01
36,82,74,6.32609191e+01
36,82,75,6.35533906e+01
36,82,76,6.34404450e+01
36,82,77,6.45177700e+01
36,82,78,5.86884379e+01
36,82,79,nan
36,82,80,5.88296640e+01
36,82,81,5.80667667e+01
36,82,82,nan
36,82,83,6.04713648e+01
36,82,84,5.73923879e+01
36,82,85,nan
36,82,86,nan
36,82,87,6.01932703e+01
36,82,88,6.48335941e+01
36,82,89,6.22754819e+01
36,82,90,5.77493108e+01
36,82,91,nan
36,82,92,nan
36,82,93,nan
36,82,94,5.83138516e+01
36,82,95,6.07038549e+01
36,82,96,nan
36,82,97,nan
36,82,98,nan
36,82,99,nan
36,83,0,5.82694708e+01
36,83,1,5.94511087e+01
36,83,2,5.66305665e+01
36,83,3,5.56799345e+01
36,83,4,nan
36,83,5,6.06269841e+01
36,83,6,6.15926809e+01
36,83,7,6.40143529e+01
36,83,8,5.78199954e+01
36,83,9,6.15543604e+01
36,83,10,6.45069976e+01
36,83,11,5.70767249e+01
36,83,12,5.83960380e+01
36,83,13,nan
36,83,14,nan
36,83,15,6.29017116e+01
36,83,16,6.34475929e+01
36,83,17,6.45745888e+01
36,83,18,5.81549020e+01
36,83,19,nan
36,83,20,6.04537995e+01
36,83,21,5.85265577e+01
36,83,22,5.93547777e+01
36,83,23,6.25651720e+01
36,83,24,6.03005756e+01
36,83,25,5.89356454e+01
36,83,26,5.83505522e+01
36,83,27,5.91210309e+01
36,83,28,5.95493137e+01
36,83,29,nan
36,83,30,5.66353159e+01
36,83,31,nan
36,83,32,5.98589870e+01
36,83,33,5.90943558e+01
36,83,34,5.84522865e+01
36,83,35,5.92221915e+01
36,83,36,nan
36,83,37,5.47568996e+01
36,83,38,nan
36,83,39,5.87446871e+01
36,83,40,nan
36,83,41,nan
36,83,42,6.54315030e+01
36,83,43,6.34734894e+01
36,83,44,nan
36,83,45,nan
36,83,46,nan
36,83,47,6.06061360e+01
36,83,48,5.78390025e+01
36,83,49,5.89501765e+01
36,83,50,6.04567405e+01
36,83,51,6.22346574e+01
36,83,52,6.09399174e+01
36,83,53,6.23890572e+01
36,83,54,5.90912182e+01
36,83,55,5.52284269e+01
36,83,56,nan
36,83,57,5.58557318e+01
36,83,58,nan
36,83,59,nan
36,83,60,nan
36,83,61,nan
36,83,62,6.23600525e+01
36,83,63,6.34834565e+01
36,83,64,6.23593236e+01
36,83,65,6.36521906e+01
36,83,66,6.26452689e+01
36,83,67,5.96675776e+01
36,83,68,6.15057841e+01
36,83,69,6.35845853e+01
36,83,70,nan
36,83,71,5.86886164e+01
36,83,72,5.71785216e+01
36,83,73,6.26481717e+01
36,83,74,6.44234810e+01
36,83,75,6.36278805e+01
36,83,76,6.03762517e+01
36,83,77,nan
36,83,78,5.69858423e+01
36,83,79,5.81274768e+01
36,83,80,5.35012494e+01
36,83,81,nan
36,83,82,5.84445429e+01
36,83,83,nan
36,83,84,6.38341224e+01
36,83,85,nan
36,83,86,nan
36,83,87,6.03861412e+01
36,83,88,nan
36,83,89,nan
36,83,90,nan
36,83,91,nan
36,83,92,6.14773793e+01
36,83,93,5.75614766e+01
36,83,94,nan
36,83,95,nan
36,83,96,nan
36,83,97,nan
36,83,98,nan
36,83,99,nan
36,84,0,5.82971308e+01
36,84,1,5.94934390e+01
36,84,2,5.98234398e+01
36,84,3,nan
36,84,4,nan
36,84,5,nan
36,84,6,nan
36,84,7,nan
36,84,8,nan
36,84,9,5.98290925e+01
36,84,10,5.62704236e+01
36,84,11,6.05816501e+01
36,84,12,5.69874091e+01
36,84,13,6.02141983e+01
36,84,14,6.04211722e+01
36,84,15,6.11739011e+01
36,84,16,5.90018029e+01
36,84,17,nan
36,84,18,6.43984533e+01
36,84,19,nan
36,84,20,5.66233709e+01
36,84,21,6.04382324e+01
36,84,22,5.82475361e+01
36,84,23,5.81050162e+01
36,84,24,5.80987451e+01
36,84,25,5.98520646e+01
36,84,26,nan
36,84,27,nan
36,84,28,nan
36,84,29,nan
36,84,30,5.63249530e+01
36,84,31,5.86075677e+01
36,84,32,5.87359351e+01
36,84,33,5.74078434e+01
36,84,34,6.14874479e+01
36,84,35,6.06640834e+01
36,84,36,nan
36,84,37,nan
36,84,38,6.20967891e+01
36,84,39,nan
36,84,40,nan
36,84,41,nan
36,84,42,5.98849452e+01
36,84,43,5.97224948e+01
36,84,44,nan
36,84,45,nan
36,84,46,nan
36,84,47,nan
36,84,48,nan
36,84,49,nan
36,84,50,5.63780546e+01
36,84,51,5.90858422e+01
36,84,52,6.17099286e+01
36,84,53,6.08671300e+01
36,84,54,nan
36,84,55,5.70598537e+01
36,84,56,6.17105748e+01
36,84,57,6.03116848e+01
36,84,58,5.81383845e+01
36,84,59,6.02562932e+01
36,84,60,5.85241823e+01
36,84,61,5.75497330e+01
36,84,62,nan
36,84,63,5.80567073e+01
36,84,64,nan
36,84,65,nan
36,84,66,5.90588048e+01
36,84,67,6.22356271e+01
36,84,68,nan
36,84,69,nan
36,84,70,nan
36,84,71,nan
36,84,72,nan
36,84,73,5.88602840e+01
36,84,74,6.05646064e+01
36,84,75,5.99733730e+01
36,84,76,nan
36,84,77,nan
36,84,78,nan
36,84,79,nan
36,84,80,nan
36,84,81,nan
36,84,82,nan
36,84,83,6.12063575e+01
36,84,84,6.32608123e+01
36,84,85,6.04820095e+01
36,84,86,6.04223222e+01
36,84,87,nan
36,84,88,nan
36,84,89,6.39622741e+01
36,84,90,nan
36,84,91,5.93977549e+01
36,84,92,6.09375777e+01
36,84,93,5.92552608e+01
36,84,94,nan
36,84,95,nan
36,84,96,5.96425088e+01
36,84,97,5.92951709e+01
36,84,98,5.93472599e+01
36,84,99,6.13699912e+01
36,85,0,6.11166135e+01
36,85,1,5.31677734e+01
36,85,2,5.84322050e+01
36,85,3,5.91909697e+01
36,85,4,6.10429855e+01
36,85,5,nan
36,85,6,nan
36,85,7,nan
36,85,8,5.97912523e+01
36,85,9,6.31681110e+01
36,85,10,nan
36,85,11,5.65235423e+01
36,85,12,nan
36,85,13,nan
36,85,14,5.90789630e+01
36,85,15,nan
36,85,16,nan
36,85,17,nan
36,85,18,5.81100017e+01
36,85,19,6.20139295e+01
36,85,20,6.00822399e+01
36,85,21,nan
36,85,22,nan
36,85,23,nan
36,85,24,6.01338144e+01
36,85,25,nan
36,85,26,nan
36,85,27,6.44609810e+01
36,85,28,nan
36,85,29,6.00613166e+01
36,85,30,nan
36,85,31,5.95979270e+01
36,85,32,nan
36,85,33,6.26325708e+01
36,85,34,5.45286364e+01
36,85,35,nan
36,85,36,nan
36,85,37,nan
36,85,38,nan
36,85,39,nan
36,85,40,5.78256319e+01
36,85,41,nan
36,85,42,nan
36,85,43,nan
36,85,44,6.02733429e+01
36,85,45,5.71854533e+01
36,85,46,nan
36,85,47,nan
36,85,48,nan
36,85,49,nan
36,85,50,5.91849698e+01
36,85,51,6.15649528e+01
36,85,52,5.73882581e+01
36,85,53,5.75551357e+01
36,85,54,nan
36,85,55,nan
36,85,56,5.82984321e+01
36,85,57,nan
36,85,58,5.76974285e+01
36,85,59,5.82959968e+01
36,85,60,6.04881164e+01
36,85,61,5.66687153e+01
36,85,62,nan
36,85,63,nan
36,85,64,nan
36,85,65,nan
36,85,66,nan
36,85,67,6.49384953e+01
36,85,68,nan
36,85,69,nan
36,85,70,6.01113840e+01
36,85,71,nan
36,85,72,nan
36,85,73,nan
36,85,74,nan
36,85,75,nan
36,85,76,6.35375445e+01
36,85,77,5.88031248e+01
36,85,78,5.97804375e+01
36,85,79,6.29733615e+01
36,85,80,nan
36,85,81,nan
36,85,82,nan
36,85,83,nan
36,85,84,nan
36,85,85,6.05670574e+01
36,85,86,5.96582323e+01
36,85,87,5.54392593e+01
36,85,88,6.06476436e+01
36,85,89,6.16843407e+01
36,85,90,6.46005917e+01
36,85,91,nan
36,85,92,nan
36,85,93,nan
36,85,94,nan
36,85,95,5.98930058e+01
36,85,96,5.86522958e+01
36,85,97,nan
36,85,98,6.06258237e+01
36,85,99,5.85358510e+01
36,86,0,nan
36,86,1,nan
36,86,2,nan
36,86,3,5.89592555e+01
36,86,4,5.74422823e+01
36,86,5,5.95178715e+01
36,86,6,nan
36,86,7,6.14005786e+01
36,86,8,6.37259663e+01
36,86,9,6.49092148e+01
36,86,10,6.38546271e+01
36,86,11,nan
36,86,12,5.88771985e+01
36,86,13,nan
36,86,14,nan
36,86,15,nan
36,86,16,nan
36,86,17,6.26891701e+01
36,86,18,nan
36,86,19,6.10897714e+01
36,86,20,5.88821594e+01
36,86,21,nan
36,86,22,nan
36,86,23,6.22748358e+01
36,86,24,6.42451500e+01
36,86,25,6.25897551e+01
36,86,26,5.65011912e+01
36,86,27,5.94009017e+01
36,86,28,6.31989886e+01
36,86,29,6.52322775e+01
36,86,30,6.02041476e+01
36,86,31,nan
36,86,32,nan
36,86,33,6.23092915e+01
36,86,34,nan
36,86,35,nan
36,86,36,nan
36,86,37,nan
36,86,38,nan
36,86,39,nan
36,86,40,5.98237905e+01
36,86,41,5.87830945e+01
36,86,42,nan
36,86,43,5.95685428e+01
36,86,44,5.48723009e+01
36,86,45,5.87646310e+01
36,86,46,5.57208877e+01
36,86,47,6.15572336e+01
36,86,48,nan
36,86,49,nan
36,86,50,nan
36,86,51,5.63114346e+01
36,86,52,5.38614830e+01
36,86,53,nan
36,86,54,nan
36,86,55,6.21314222e+01
36,86,56,6.35653282e+01
36,86,57,6.03389735e+01
36,86,58,5.69770103e+01
36,86,59,5.96202826e+01
36,86,60,6.17662878e+01
36,86,61,5.89962306e+01
36,86,62,5.76935422e+01
36,86,63,nan
36,86,64,5.98790193e+01
36,86,65,6.07691974e+01
36,86,66,nan
36,86,67,5.97983885e+01
36,86,68,nan
36,86,69,5.95512370e+01
36,86,70,5.98417367e+01
36,86,71,5.74153071e+01
36,86,72,6.30286404e+01
36,86,73,6.07155526e+01
36,86,74,nan
36,86,75,nan
36,86,76,nan
36,86,77,nan
36,86,78,nan
36,86,79,nan
36,86,80,nan
36,86,81,5.60508316e+01
36,86,82,6.05806023e+01
36,86,83,nan
36,86,84,nan
36,86,85,nan
36,86,86,6.08110091e+01
36,86,87,nan
36,86,88,nan
36,86,89,nan
36,86,90,nan
36,86,91,nan
36,86,92,5.95597414e+01
36,86,93,5.57072415e+01
36,86,94,nan
36,86,95,nan
36,86,96,5.69250349e+01
36,86,97,nan
36,86,98,nan
36,86,99,nan
36,87,0,nan
36,87,1,nan
36,87,2,nan
36,87,3,6.02511792e+01
36,87,4,nan
36,87,5,nan
36,87,6,nan
36,87,7,nan
36,87,8,5.70357097e+01
36,87,9,nan
36,87,10,nan
36,87,11,5.70697482e+01
36,87,12,5.83429622e+01
36,87,13,5.82380078e+01
36,87,14,6.08012385e+01
36,87,15,nan
36,87,16,5.66376434e+01
36,87,17,5.80169683e+01
36,87,18,5.57413202e+01
36,87,19,nan
36,87,20,nan
36,87,21,nan
36,87,22,nan
36,87,23,nan
36,87,24,5.60552678e+01
36,87,25,5.90352791e+01
36,87,26,5.93357283e+01
36,87,27,nan
36,87,28,6.03390341e+01
36,87,29,nan
36,87,30,nan
36,87,31,6.22439439e+01
36,87,32,5.95198803e+01
36,87,33,nan
36,87,34,nan
36,87,35,nan
36,87,36,6.10729955e+01
36,87,37,6.00967841e+01
36,87,38,5.65666833e+01
36,87,39,5.84159202e+01
36,87,40,6.20680188e+01
36,87,41,5.98401585e+01
36,87,42,6.04318569e+01
36,87,43,6.10770957e+01
36,87,44,nan
36,87,45,nan
36,87,46,5.73507083e+01
36,87,47,5.83730889e+01
36,87,48,5.92564761e+01
36,87,49,6.21766173e+01
36,87,50,nan
36,87,51,nan
36,87,52,nan
36,87,53,nan
36,87,54,nan
36,87,55,6.23646691e+01
36,87,56,nan
36,87,57,5.93272443e+01
36,87,58,6.03949205e+01
36,87,59,5.72309072e+01
36,87,60,5.57460069e+01
36,87,61,5.85512904e+01
36,87,62,6.05753976e+01
36,87,63,5.68062696e+01
36,87,64,6.02300886e+01
36,87,65,5.81109337e+01
36,87,66,nan
36,87,67,nan
36,87,68,nan
36,87,69,nan
36,87,70,5.76454591e+01
36,87,71,6.00067710e+01
36,87,72,6.43239065e+01
36,87,73,nan
36,87,74,nan
36,87,75,6.12488604e+01
36,87,76,nan
36,87,77,6.37853774e+01
36,87,78,nan
36,87,79,nan
36,87,80,5.85407826e+01
36,87,81,5.62817103e+01
36,87,82,5.91368107e+01
36,87,83,5.74571458e+01
36,87,84,nan
36,87,85,5.65224592e+01
36,87,86,nan
36,87,87,nan
36,87,88,nan
36,87,89,nan
36,87,90,nan
36,87,91,6.31077082e+01
36,87,92,nan
36,87,93,nan
36,87,94,5.81351108e+01
36,87,95,nan
36,87,96,nan
36,87,97,6.03020630e+01
36,87,98,nan
36,87,99,nan
36,88,0,nan
36,88,1,nan
36,88,2,nan
36,88,3,nan
36,88,4,nan
36,88,5,nan
36,88,6,nan
36,88,7,6.10526406e+01
36,88,8,nan
36,88,9,nan
36,88,10,nan
36,88,11,5.79990184e+01
36,88,12,6.15632316e+01
36,88,13,6.06728989e+01
36,88,14,5.53846526e+01
36,88,15,6.10996513e+01
36,88,16,5.85895496e+01
36,88,17,5.90771147e+01
36,88,18,nan
36,88,19,nan
36,88,20,nan
36,88,21,nan
36,88,22,nan
36,88,23,6.40800393e+01
36,88,24,nan
36,88,25,nan
36,88,26,5.98270420e+01
36,88,27,6.17272207e+01
36,88,28,nan
36,88,29,nan
36,88,30,nan
36,88,31,6.12524466e+01
36,88,32,6.01132271e+01
36,88,33,nan
36,88,34,nan
36,88,35,6.05788126e+01
36,88,36,5.97598766e+01
36,88,37,6.07814436e+01
36,88,38,6.00322186e+01
36,88,39,6.06201708e+01
36,88,40,nan
36,88,41,5.54820636e+01
36,88,42,5.52135674e+01
36,88,43,nan
36,88,44,nan
36,88,45,5.93090360e+01
36,88,46,6.08576404e+01
36,88,47,nan
36,88,48,6.13398478e+01
36,88,49,5.71278725e+01
36,88,50,nan
36,88,51,nan
36,88,52,nan
36,88,53,6.20980301e+01
36,88,54,6.01741693e+01
36,88,55,nan
36,88,56,nan
36,88,57,nan
36,88,58,nan
36,88,59,nan
36,88,60,nan
36,88,61,nan
36,88,62,6.01966232e+01
36,88,63,nan
36,88,64,6.22385163e+01
36,88,65,nan
36,88,66,nan
36,88,67,nan
36,88,68,nan
36,88,69,nan
36,88,70,5.98362512e+01
36,88,71,6.22173847e+01
36,88,72,6.52006355e+01
36,88,73,nan
36,88,74,nan
36,88,75,6.03665821e+01
36,88,76,6.41870224e+01
36,88,77,6.29528779e+01
36,88,78,6.42326391e+01
36,88,79,6.10767436e+01
36,88,80,6.14124494e+01
36,88,81,5.85139514e+01
36,88,82,nan
36,88,83,nan
36,88,84,nan
36,88,85,nan
36,88,86,nan
36,88,87,6.02173819e+01
36,88,88,5.91061855e+01
36,88,89,nan
36,88,90,5.90220345e+01
36,88,91,6.18866437e+01
36,88,92,nan
36,88,93,nan
36,88,94,6.10838434e+01
36,88,95,5.83100638e+01
36,88,96,5.95205174e+01
36,88,97,5.83520983e+01
36,88,98,5.78361915e+01
36,88,99,nan
36,89,0,nan
36,89,1,6.04624443e+01
36,89,2,nan
36,89,3,nan
36,89,4,nan
36,89,5,nan
36,89,6,5.81285104e+01
36,89,7,nan
36,89,8,nan
36,89,9,nan
36,89,10,5.72653213e+01
36,89,11,nan
36,89,12,nan
36,89,13,nan
36,89,14,nan
36,89,15,nan
36,89,16,nan
36,89,17,nan
36,89,18,5.88581654e+01
36,89,19,6.05412151e+01
36,89,20,5.88015831e+01
36,89,21,6.03458186e+01
36,89,22,nan
36,89,23,nan
36,89,24,nan
36,89,25,5.62826601e+01
36,89,26,nan
36,89,27,nan
36,89,28,6.14554521e+01
36,89,29,nan
36,89,30,nan
36,89,31,nan
36,89,32,nan
36,89,33,5.76787740e+01
36,89,34,6.03175295e+01
36,89,35,5.91505558e+01
36,89,36,nan
36,89,37,nan
36,89,38,5.88854475e+01
36,89,39,5.85283666e+01
36,89,40,nan
36,89,41,nan
36,89,42,nan
36,89,43,nan
36,89,44,5.62649849e+01
36,89,45,6.36530955e+01
36,89,46,6.04001074e+01
36,89,47,5.99404777e+01
36,89,48,5.94770716e+01
36,89,49,nan
36,89,50,5.87932509e+01
36,89,51,6.02242028e+01
36,89,52,5.79475140e+01
36,89,53,nan
36,89,54,5.76756226e+01
36,89,55,nan
36,89,56,nan
36,89,57,5.86505750e+01
36,89,58,nan
36,89,59,nan
36,89,60,nan
36,89,61,5.99325002e+01
36,89,62,5.98444847e+01
36,89,63,6.17503546e+01
36,89,64,6.54602898e+01
36,89,65,6.40418066e+01
36,89,66,5.99290108e+01
36,89,67,nan
36,89,68,nan
36,89,69,nan
36,89,70,6.01653698e+01
36,89,71,nan
36,89,72,5.78713052e+01
36,89,73,nan
36,89,74,6.16935887e+01
36,89,75,6.18343587e+01
36,89,76,6.19046076e+01
36,89,77,5.69533524e+01
36,89,78,5.97275385e+01
36,89,79,5.84573551e+01
36,89,80,6.01602336e+01
36,89,81,5.75540912e+01
36,89,82,6.07573049e+01
36,89,83,nan
36,89,84,nan
36,89,85,nan
36,89,86,5.99262197e+01
36,89,87,5.83643453e+01
36,89,88,5.98284978e+01
36,89,89,5.93486055e+01
36,89,90,5.79873120e+01
36,89,91,nan
36,89,92,6.20676249e+01
36,89,93,nan
36,89,94,5.49129115e+01
36,89,95,nan
36,89,96,nan
36,89,97,nan
36,89,98,nan
36,89,99,5.99749703e+01
36,90,0,6.07803621e+01
36,90,1,5.90426258e+01
36,90,2,5.91688537e+01
36,90,3,6.41782325e+01
36,90,4,5.94057984e+01
36,90,5,6.04507534e+01
36,90,6,5.76170106e+01
36,90,7,nan
36,90,8,6.03994521e+01
36,90,9,6.12869701e+01
36,90,10,nan
36,90,11,nan
36,90,12,nan
36,90,13,nan
36,90,14,nan
36,90,15,nan
36,90,16,nan
36,90,17,nan
36,90,18,6.13754645e+01
36,90,19,5.67884899e+01
36,90,20,5.69672110e+01
36,90,21,5.72624782e+01
36,90,22,5.85221566e+01
36,90,23,nan
36,90,24,5.74115055e+01
36,90,25,nan
36,90,26,nan
36,90,27,nan
36,90,28,nan
36,90,29,nan
36,90,30,nan
36,90,31,nan
36,90,32,5.86847358e+01
36,90,33,5.79097563e+01
36,90,34,6.20000795e+01
36,90,35,6.33026445e+01
36,90,36,nan
36,90,37,nan
36,90,38,5.56508223e+01
36,90,39,nan
36,90,40,nan
36,90,41,nan
36,90,42,nan
36,90,43,6.14603045e+01
36,90,44,5.95978303e+01
36,90,45,nan
36,90,46,nan
36,90,47,nan
36,90,48,5.46872062e+01
36,90,49,nan
36,90,50,5.57749479e+01
36,90,51,6.09699616e+01
36,90,52,6.02749356e+01
36,90,53,nan
36,90,54,nan
36,90,55,5.77402726e+01
36,90,56,nan
36,90,57,6.02454674e+01
36,90,58,nan
36,90,59,5.75322118e+01
36,90,60,6.05127809e+01
36,90,61,6.04579262e+01
36,90,62,5.92774108e+01
36,90,63,5.90477659e+01
36,90,64,5.65627825e+01
36,90,65,5.57895498e+01
36,90,66,6.08884770e+01
36,90,67,nan
36,90,68,5.81698880e+01
36,90,69,6.40063764e+01
36,90,70,6.31850320e+01
36,90,71,nan
36,90,72,nan
36,90,73,nan
36,90,74,nan
36,90,75,nan
36,90,76,nan
36,90,77,nan
36,90,78,nan
36,90,79,5.77796463e+01
36,90,80,nan
36,90,81,5.71732371e+01
36,90,82,nan
36,90,83,nan
36,90,84,nan
36,90,85,6.25305721e+01
36,90,86,nan
36,90,87,nan
36,90,88,6.30463535e+01
36,90,89,5.67059575e+01
36,90,90,6.04161783e+01
36,90,91,5.69241616e+01
36,90,92,nan
36,90,93,nan
36,90,94,nan
36,90,95,6.20197750e+01
36,90,96,nan
36,90,97,nan
36,90,98,6.02300931e+01
36,90,99,5.79311473e+01
36,91,0,5.35438618e+01
36,91,1,nan
36,91,2,5.86781543e+01
36,91,3,nan
36,91,4,5.64182738e+01
36,91,5,6.00698677e+01
36,91,6,5.83828822e+01
36,91,7,5.81748126e+01
36,91,8,5.88325195e+01
36,91,9,5.76995201e+01
36,91,10,5.86345000e+01
36,91,11,nan
36,91,12,nan
36,91,13,6.34171436e+01
36,91,14,nan
36,91,15,5.62984573e+01
36,91,16,nan
36,91,17,nan
36,91,18,5.43854171e+01
36,91,19,nan
36,91,20,nan
36,91,21,nan
36,91,22,6.12286616e+01
36,91,23,5.88546929e+01
36,91,24,6.08212789e+01
36,91,25,5.91233436e+01
36,91,26,5.94491925e+01
36,91,27,nan
36,91,28,nan
36,91,29,nan
36,91,30,5.97175019e+01
36,91,31,5.75341877e+01
36,91,32,5.84823891e+01
36,91,33,5.67224146e+01
36,91,34,nan
36,91,35,nan
36,91,36,nan
36,91,37,nan
36,91,38,nan
36,91,39,nan
36,91,40,nan
36,91,41,nan
36,91,42,nan
36,91,43,5.99572764e+01
36,91,44,5.97163042e+01
36,91,45,nan
36,91,46,nan
36,91,47,nan
36,91,48,nan
36,91,49,nan
36,91,50,nan
36,91,51,6.05704183e+01
36,91,52,nan
36,91,53,5.99988043e+01
36,91,54,nan
36,91,55,nan
36,91,56,6.23427196e+01
36,91,57,6.25328875e+01
36,91,58,6.31608163e+01
36,91,59,5.86245096e+01
36,91,60,5.60444934e+01
36,91,61,5.49457027e+01
36,91,62,5.30814283e+01
36,91,63,5.83863670e+01
36,91,64,nan
36,91,65,nan
36,91,66,nan
36,91,67,6.24493337e+01
36,91,68,6.04632230e+01
36,91,69,6.43381111e+01
36,91,70,nan
36,91,71,nan
36,91,72,nan
36,91,73,5.47917644e+01
36,91,74,5.61700099e+01
36,91,75,nan
36,91,76,nan
36,91,77,nan
36,91,78,6.14588259e+01
36,91,79,nan
36,91,80,6.05036974e+01
36,91,81,6.26078964e+01
36,91,82,6.38417925e+01
36,91,83,nan
36,91,84,nan
36,91,85,nan
36,91,86,nan
36,91,87,nan
36,91,88,6.05203812e+01
36,91,89,5.54489702e+01
36,91,90,nan
36,91,91,nan
36,91,92,nan
36,91,93,nan
36,91,94,6.39895545e+01
36,91,95,nan
36,91,96,nan
36,91,97,6.26360837e+01
36,91,98,nan
36,91,99,nan
36,92,0,nan
36,92,1,nan
36,92,2,nan
36,92,3,nan
36,92,4,5.84585462e+01
36,92,5,6.05595982e+01
36,92,6,5.62209375e+01
36,92,7,nan
36,92,8,nan
36,92,9,nan
36,92,10,nan
36,92,11,5.93578114e+01
36,92,12,6.04056297e+01
36,92,13,5.91584589e+01
36,92,14,nan
36,92,15,6.15283214e+01
36,92,16,nan
36,92,17,nan
36,92,18,nan
36,92,19,nan
36,92,20,nan
36,92,21,5.77762945e+01
36,92,22,5.74310831e+01
36,92,23,5.80732306e+01
36,92,24,6.22178530e+01
36,92,25,5.92918628e+01
36,92,26,6.04882476e+01
36,92,27,6.14096922e+01
36,92,28,5.80331157e+01
36,92,29,6.07268822e+01
36,92,30,6.08248556e+01
36,92,31,5.96343956e+01
36,92,32,6.26262949e+01
36,92,33,nan
36,92,34,nan
36,92,35,nan
36,92,36,nan
36,92,37,5.93871191e+01
36,92,38,5.65882347e+01
36,92,39,6.18675443e+01
36,92,40,5.83803517e+01
36,92,41,nan
36,92,42,nan
36,92,43,nan
36,92,44,nan
36,92,45,nan
36,92,46,nan
36,92,47,nan
36,92,48,6.15065062e+01
36,92,49,nan
36,92,50,nan
36,92,51,nan
36,92,52,6.41426137e+01
36,92,53,6.33160021e+01
36,92,54,6.42923451e+01
36,92,55,6.32606461e+01
36,92,56,nan
36,92,57,5.65192856e+01
36,92,58,5.70593254e+01
36,92,59,5.51190117e+01
36,92,60,nan
36,92,61,nan
36,92,62,nan
36,92,63,nan
36,92,64,nan
36,92,65,nan
36,92,66,6.46024241e+01
36,92,67,6.57102787e+01
36,92,68,6.36974636e+01
