x,y,z,Fy
20,86,16,6.44988771e+01
20,86,17,5.72843048e+01
20,86,18,6.27417366e+01
20,86,19,6.07759299e+01
20,86,20,5.84313179e+01
20,86,21,nan
20,86,22,nan
20,86,23,6.04758744e+01
20,86,24,nan
20,86,25,5.92336973e+01
20,86,26,5.61117928e+01
20,86,27,5.67437063e+01
20,86,28,5.98315243e+01
20,86,29,5.85674065e+01
20,86,30,nan
20,86,31,nan
20,86,32,nan
20,86,33,6.43691952e+01
20,86,34,5.72367553e+01
20,86,35,6.04148698e+01
20,86,36,5.86858728e+01
20,86,37,5.61588343e+01
20,86,38,nan
20,86,39,nan
20,86,40,nan
20,86,41,nan
20,86,42,nan
20,86,43,5.56435743e+01
20,86,44,5.69770040e+01
20,86,45,5.79124355e+01
20,86,46,nan
20,86,47,nan
20,86,48,nan
20,86,49,5.94383859e+01
20,86,50,nan
20,86,51,nan
20,86,52,6.02992584e+01
20,86,53,nan
20,86,54,nan
20,86,55,nan
20,86,56,6.03646828e+01
20,86,57,5.69601626e+01
20,86,58,nan
20,86,59,nan
20,86,60,nan
20,86,61,nan
20,86,62,nan
20,86,63,5.81054591e+01
20,86,64,5.76621723e+01
20,86,65,nan
20,86,66,6.03405310e+01
20,86,67,nan
20,86,68,6.46317703e+01
20,86,69,5.78232323e+01
20,86,70,6.08099794e+01
20,86,71,nan
20,86,72,nan
20,86,73,5.65377824e+01
20,86,74,nan
20,86,75,nan
20,86,76,nan
20,86,77,6.25699560e+01
20,86,78,5.94078987e+01
20,86,79,6.11714577e+01
20,86,80,5.75254349e+01
20,86,81,nan
20,86,82,nan
20,86,83,nan
20,86,84,nan
20,86,85,6.42201130e+01
20,86,86,nan
20,86,87,nan
20,86,88,nan
20,86,89,nan
20,86,90,nan
20,86,91,5.86961662e+01
20,86,92,5.98255744e+01
20,86,93,nan
20,86,94,nan
20,86,95,nan
20,86,96,5.57037112e+01
20,86,97,nan
20,86,98,6.02261585e+01
20,86,99,5.99442803e+01
20,87,0,6.33227964e+01
20,87,1,6.39337531e+01
20,87,2,5.89826405e+01
20,87,3,nan
20,87,4,5.89779814e+01
20,87,5,nan
20,87,6,nan
20,87,7,nan
20,87,8,nan
20,87,9,nan
20,87,10,nan
20,87,11,5.72265953e+01
20,87,12,5.99701141e+01
20,87,13,5.85803172e+01
20,87,14,5.97797853e+01
20,87,15,nan
20,87,16,nan
20,87,17,nan
20,87,18,nan
20,87,19,nan
20,87,20,nan
20,87,21,nan
20,87,22,5.91662810e+01
20,87,23,5.71293082e+01
20,87,24,5.58177433e+01
20,87,25,nan
20,87,26,nan
20,87,27,nan
20,87,28,5.64105485e+01
20,87,29,nan
20,87,30,nan
20,87,31,nan
20,87,32,nan
20,87,33,5.93402294e+01
20,87,34,nan
20,87,35,5.61641674e+01
20,87,36,nan
20,87,37,nan
20,87,38,6.43743387e+01
20,87,39,nan
20,87,40,nan
20,87,41,nan
20,87,42,nan
20,87,43,nan
20,87,44,nan
20,87,45,5.48808879e+01
20,87,46,nan
20,87,47,nan
20,87,48,nan
20,87,49,nan
20,87,50,nan
20,87,51,5.95516743e+01
20,87,52,nan
20,87,53,5.88283411e+01
20,87,54,nan
20,87,55,6.15920199e+01
20,87,56,5.97267379e+01
20,87,57,5.86857856e+01
20,87,58,nan
20,87,59,6.38154680e+01
20,87,60,nan
20,87,61,nan
20,87,62,nan
20,87,63,nan
20,87,64,nan
20,87,65,nan
20,87,66,6.22105476e+01
20,87,67,5.80976489e+01
20,87,68,nan
20,87,69,nan
20,87,70,nan
20,87,71,nan
20,87,72,5.96034373e+01
20,87,73,5.91319142e+01
20,87,74,6.06012052e+01
20,87,75,nan
20,87,76,5.86766551e+01
20,87,77,nan
20,87,78,nan
20,87,79,nan
20,87,80,5.90648710e+01
20,87,81,nan
20,87,82,nan
20,87,83,nan
20,87,84,nan
20,87,85,5.91894263e+01
20,87,86,6.03135515e+01
20,87,87,nan
20,87,88,nan
20,87,89,nan
20,87,90,nan
20,87,91,nan
20,87,92,nan
20,87,93,nan
20,87,94,nan
20,87,95,nan
20,87,96,nan
20,87,97,nan
20,87,98,nan
20,87,99,nan
20,88,0,nan
20,88,1,5.95850705e+01
20,88,2,5.82274497e+01
20,88,3,nan
20,88,4,6.02683237e+01
20,88,5,6.02088824e+01
20,88,6,6.41036109e+01
20,88,7,6.43202532e+01
20,88,8,6.33809714e+01
20,88,9,nan
20,88,10,6.05868548e+01
20,88,11,6.03281402e+01
20,88,12,6.42552486e+01
20,88,13,6.06345219e+01
20,88,14,nan
20,88,15,nan
20,88,16,nan
20,88,17,nan
20,88,18,6.12325848e+01
20,88,19,nan
20,88,20,6.09749717e+01
20,88,21,6.12771153e+01
20,88,22,6.11253857e+01
20,88,23,nan
20,88,24,5.89797944e+01
20,88,25,nan
20,88,26,nan
20,88,27,nan
20,88,28,nan
20,88,29,nan
20,88,30,nan
20,88,31,6.07710238e+01
20,88,32,5.88706905e+01
20,88,33,nan
20,88,34,5.68571734e+01
20,88,35,nan
20,88,36,6.03645013e+01
20,88,37,5.89578646e+01
20,88,38,5.83299868e+01
20,88,39,6.24317734e+01
20,88,40,5.99804878e+01
20,88,41,6.40214410e+01
20,88,42,5.82334215e+01
20,88,43,nan
20,88,44,nan
20,88,45,nan
20,88,46,nan
20,88,47,6.00377888e+01
20,88,48,5.93564308e+01
20,88,49,nan
20,88,50,6.09715523e+01
20,88,51,6.05734320e+01
20,88,52,nan
20,88,53,nan
20,88,54,5.78436716e+01
20,88,55,nan
20,88,56,5.83601529e+01
20,88,57,5.74132978e+01
20,88,58,6.03992422e+01
20,88,59,nan
20,88,60,nan
20,88,61,6.07393443e+01
20,88,62,6.11519615e+01
20,88,63,nan
20,88,64,nan
20,88,65,5.76121745e+01
20,88,66,6.25362468e+01
20,88,67,nan
20,88,68,nan
20,88,69,nan
20,88,70,nan
20,88,71,nan
20,88,72,5.94186889e+01
20,88,73,5.58900449e+01
20,88,74,5.97852087e+01
20,88,75,6.22596865e+01
20,88,76,nan
20,88,77,nan
20,88,78,nan
20,88,79,nan
20,88,80,6.15440788e+01
20,88,81,5.85886481e+01
20,88,82,nan
20,88,83,nan
20,88,84,nan
20,88,85,nan
20,88,86,nan
20,88,87,5.79356996e+01
20,88,88,5.92341546e+01
20,88,89,5.87875485e+01
20,88,90,nan
20,88,91,6.02295811e+01
20,88,92,5.93331033e+01
20,88,93,nan
20,88,94,nan
20,88,95,nan
20,88,96,6.33281512e+01
20,88,97,nan
20,88,98,nan
20,88,99,nan
20,89,0,nan
20,89,1,nan
20,89,2,5.74602137e+01
20,89,3,6.01442293e+01
20,89,4,5.75158955e+01
20,89,5,6.43327268e+01
20,89,6,6.13993063e+01
20,89,7,6.44064044e+01
20,89,8,5.80809940e+01
20,89,9,6.31481427e+01
20,89,10,nan
20,89,11,nan
20,89,12,nan
20,89,13,nan
20,89,14,5.72943941e+01
20,89,15,nan
20,89,16,5.65100125e+01
20,89,17,6.02224835e+01
20,89,18,5.97562688e+01
20,89,19,6.13410769e+01
20,89,20,6.24297600e+01
20,89,21,6.04639298e+01
20,89,22,6.17066022e+01
20,89,23,6.44739433e+01
20,89,24,6.43244056e+01
20,89,25,6.24386939e+01
20,89,26,5.79439421e+01
20,89,27,5.89721265e+01
20,89,28,6.23150436e+01
20,89,29,6.32828208e+01
20,89,30,nan
20,89,31,nan
20,89,32,5.64085226e+01
20,89,33,5.68123695e+01
20,89,34,6.04057977e+01
20,89,35,nan
20,89,36,6.29047839e+01
20,89,37,5.91564927e+01
20,89,38,nan
20,89,39,nan
20,89,40,6.43225293e+01
20,89,41,6.51251976e+01
20,89,42,6.06771185e+01
20,89,43,5.98713451e+01
20,89,44,6.11701451e+01
20,89,45,5.84436323e+01
20,89,46,6.03177638e+01
20,89,47,5.62781598e+01
20,89,48,5.77217626e+01
20,89,49,5.69470120e+01
20,89,50,5.78452289e+01
20,89,51,5.69977006e+01
20,89,52,nan
20,89,53,nan
20,89,54,nan
20,89,55,nan
20,89,56,nan
20,89,57,nan
20,89,58,5.93217276e+01
20,89,59,nan
20,89,60,5.65721846e+01
20,89,61,6.00488136e+01
20,89,62,5.83346674e+01
20,89,63,5.89701853e+01
20,89,64,6.05512924e+01
20,89,65,5.93534641e+01
20,89,66,nan
20,89,67,nan
20,89,68,5.99910494e+01
20,89,69,nan
20,89,70,5.77440243e+01
20,89,71,nan
20,89,72,nan
20,89,73,nan
20,89,74,nan
20,89,75,nan
20,89,76,5.70666683e+01
20,89,77,nan
20,89,78,nan
20,89,79,nan
20,89,80,5.87403823e+01
20,89,81,nan
20,89,82,5.69398254e+01
20,89,83,nan
20,89,84,nan
20,89,85,5.80345695e+01
20,89,86,nan
20,89,87,6.06880831e+01
20,89,88,6.06300215e+01
20,89,89,5.96311785e+01
20,89,90,nan
20,89,91,nan
20,89,92,6.04224446e+01
20,89,93,5.54130616e+01
20,89,94,5.69404345e+01
20,89,95,5.98297962e+01
20,89,96,6.50774506e+01
20,89,97,6.39946198e+01
20,89,98,nan
20,89,99,nan
20,90,0,nan
20,90,1,6.03018875e+01
20,90,2,nan
20,90,3,5.63036262e+01
20,90,4,nan
20,90,5,nan
20,90,6,nan
20,90,7,nan
20,90,8,nan
20,90,9,6.23568873e+01
20,90,10,6.32837557e+01
20,90,11,nan
20,90,12,nan
20,90,13,nan
20,90,14,nan
20,90,15,nan
20,90,16,6.02266780e+01
20,90,17,5.95579145e+01
20,90,18,nan
20,90,19,5.46220899e+01
20,90,20,nan
20,90,21,6.12344136e+01
20,90,22,5.74524405e+01
20,90,23,5.97109706e+01
20,90,24,5.74622196e+01
20,90,25,nan
20,90,26,5.58979105e+01
20,90,27,5.60776088e+01
20,90,28,5.83621173e+01
20,90,29,5.67276510e+01
20,90,30,nan
20,90,31,nan
20,90,32,nan
20,90,33,5.91029911e+01
20,90,34,5.74942991e+01
20,90,35,5.94858530e+01
20,90,36,nan
20,90,37,6.01481596e+01
20,90,38,nan
20,90,39,nan
20,90,40,nan
20,90,41,nan
20,90,42,nan
20,90,43,5.98241404e+01
20,90,44,6.10663829e+01
20,90,45,6.15542904e+01
20,90,46,6.26210776e+01
20,90,47,6.03213983e+01
20,90,48,nan
20,90,49,nan
20,90,50,nan
20,90,51,nan
20,90,52,nan
20,90,53,nan
20,90,54,6.08505944e+01
20,90,55,nan
20,90,56,5.87307707e+01
20,90,57,5.70197010e+01
20,90,58,5.82433655e+01
20,90,59,5.71515990e+01
20,90,60,nan
20,90,61,nan
20,90,62,nan
20,90,63,5.53433252e+01
20,90,64,5.84823572e+01
20,90,65,5.96575797e+01
20,90,66,nan
20,90,67,nan
20,90,68,nan
20,90,69,6.30746760e+01
20,90,70,5.76977658e+01
20,90,71,6.00523719e+01
20,90,72,5.83314155e+01
20,90,73,nan
20,90,74,nan
20,90,75,nan
20,90,76,nan
20,90,77,5.94728627e+01
20,90,78,6.03585115e+01
20,90,79,5.91354428e+01
20,90,80,nan
20,90,81,nan
20,90,82,nan
20,90,83,nan
20,90,84,nan
20,90,85,6.10220751e+01
20,90,86,5.67247941e+01
20,90,87,nan
20,90,88,nan
20,90,89,nan
20,90,90,5.91799437e+01
20,90,91,nan
20,90,92,nan
20,90,93,nan
20,90,94,nan
20,90,95,6.05748262e+01
20,90,96,5.54654833e+01
20,90,97,5.83995585e+01
20,90,98,6.38002299e+01
20,90,99,nan
20,91,0,5.73708113e+01
20,91,1,5.87224918e+01
20,91,2,nan
20,91,3,nan
20,91,4,nan
20,91,5,nan
20,91,6,nan
20,91,7,nan
20,91,8,6.49525661e+01
20,91,9,5.92604189e+01
20,91,10,5.93768854e+01
20,91,11,5.80452062e+01
20,91,12,nan
20,91,13,5.92539773e+01
20,91,14,nan
20,91,15,nan
20,91,16,5.79575232e+01
20,91,17,nan
20,91,18,6.25420113e+01
20,91,19,6.39849190e+01
20,91,20,nan
20,91,21,nan
20,91,22,nan
20,91,23,nan
20,91,24,nan
20,91,25,nan
20,91,26,nan
20,91,27,nan
20,91,28,5.89864322e+01
20,91,29,nan
20,91,30,5.91132926e+01
20,91,31,6.16668407e+01
20,91,32,nan
20,91,33,nan
20,91,34,5.68928491e+01
20,91,35,6.09694445e+01
20,91,36,nan
20,91,37,nan
20,91,38,nan
20,91,39,nan
20,91,40,nan
20,91,41,nan
20,91,42,nan
20,91,43,6.05308520e+01
20,91,44,5.88486458e+01
20,91,45,nan
20,91,46,nan
20,91,47,6.03621181e+01
20,91,48,6.29679917e+01
20,91,49,nan
20,91,50,5.76793800e+01
20,91,51,6.04756092e+01
20,91,52,6.10667296e+01
20,91,53,6.44812253e+01
20,91,54,6.19480831e+01
20,91,55,5.58337527e+01
20,91,56,6.02492992e+01
20,91,57,5.71896275e+01
20,91,58,5.61113880e+01
20,91,59,6.08470968e+01
20,91,60,5.97225627e+01
20,91,61,6.19937005e+01
20,91,62,6.39751118e+01
20,91,63,nan
20,91,64,nan
20,91,65,5.93445092e+01
20,91,66,nan
20,91,67,nan
20,91,68,5.83554763e+01
20,91,69,6.05732080e+01
20,91,70,6.22123105e+01
20,91,71,5.72436815e+01
20,91,72,5.68117482e+01
20,91,73,5.67028701e+01
20,91,74,5.85184114e+01
20,91,75,5.75152119e+01
20,91,76,6.10380986e+01
20,91,77,nan
20,91,78,nan
20,91,79,6.02153454e+01
20,91,80,nan
20,91,81,nan
20,91,82,nan
20,91,83,5.54430255e+01
20,91,84,nan
20,91,85,nan
20,91,86,nan
20,91,87,6.29670405e+01
20,91,88,nan
20,91,89,nan
20,91,90,5.76710102e+01
20,91,91,nan
20,91,92,6.13342528e+01
20,91,93,nan
20,91,94,nan
20,91,95,nan
20,91,96,nan
20,91,97,nan
20,91,98,nan
20,91,99,6.23743101e+01
20,92,0,5.84327770e+01
20,92,1,nan
20,92,2,nan
20,92,3,nan
20,92,4,nan
20,92,5,nan
20,92,6,nan
20,92,7,6.00940244e+01
20,92,8,nan
20,92,9,nan
20,92,10,nan
20,92,11,nan
20,92,12,nan
20,92,13,5.81977901e+01
20,92,14,5.80330798e+01
20,92,15,5.95815359e+01
20,92,16,nan
20,92,17,nan
20,92,18,nan
20,92,19,6.09220594e+01
20,92,20,6.07480222e+01
20,92,21,5.98724534e+01
20,92,22,nan
20,92,23,nan
20,92,24,nan
20,92,25,nan
20,92,26,nan
20,92,27,nan
20,92,28,5.53120750e+01
20,92,29,6.10693775e+01
20,92,30,5.92483825e+01
20,92,31,6.09242751e+01
20,92,32,6.08880185e+01
20,92,33,nan
20,92,34,nan
20,92,35,nan
20,92,36,nan
20,92,37,nan
20,92,38,nan
20,92,39,nan
20,92,40,5.74916608e+01
20,92,41,nan
20,92,42,6.03855414e+01
20,92,43,6.35801871e+01
20,92,44,nan
20,92,45,nan
20,92,46,nan
20,92,47,5.68996198e+01
20,92,48,nan
20,92,49,5.90324355e+01
20,92,50,6.13773806e+01
20,92,51,5.83684207e+01
20,92,52,6.19418485e+01
20,92,53,5.80898916e+01
20,92,54,5.86157112e+01
20,92,55,nan
20,92,56,nan
20,92,57,nan
20,92,58,5.70700987e+01
20,92,59,5.56658584e+01
20,92,60,6.05998163e+01
20,92,61,6.35488357e+01
20,92,62,6.55281026e+01
20,92,63,6.04288620e+01
20,92,64,nan
20,92,65,nan
20,92,66,6.01039068e+01
20,92,67,6.30554320e+01
20,92,68,nan
20,92,69,nan
20,92,70,5.85100868e+01
20,92,71,nan
20,92,72,nan
20,92,73,6.01801028e+01
20,92,74,5.81768165e+01
20,92,75,5.68916466e+01
20,92,76,5.88909336e+01
20,92,77,nan
20,92,78,nan
20,92,79,nan
20,92,80,5.93072204e+01
20,92,81,6.40055427e+01
20,92,82,nan
20,92,83,nan
20,92,84,6.04177318e+01
20,92,85,nan
20,92,86,6.41654081e+01
20,92,87,6.52655137e+01
20,92,88,6.19159411e+01
20,92,89,nan
20,92,90,6.10037230e+01
20,92,91,5.62946845e+01
20,92,92,nan
20,92,93,6.01468998e+01
20,92,94,6.04492791e+01
20,92,95,nan
20,92,96,nan
20,92,97,5.72158286e+01
20,92,98,nan
20,92,99,6.13626393e+01
20,93,0,nan
20,93,1,nan
20,93,2,nan
20,93,3,nan
20,93,4,5.73195142e+01
20,93,5,5.95309188e+01
20,93,6,5.95054198e+01
20,93,7,nan
20,93,8,nan
20,93,9,nan
20,93,10,5.61748423e+01
20,93,11,nan
20,93,12,5.77132413e+01
20,93,13,nan
20,93,14,5.66013163e+01
20,93,15,5.89954547e+01
20,93,16,5.61918564e+01
20,93,17,nan
20,93,18,nan
20,93,19,nan
20,93,20,5.43518545e+01
20,93,21,5.77714661e+01
20,93,22,nan
20,93,23,nan
20,93,24,5.93329713e+01
20,93,25,6.19159559e+01
20,93,26,5.86378314e+01
20,93,27,nan
20,93,28,nan
20,93,29,nan
20,93,30,nan
20,93,31,nan
20,93,32,nan
20,93,33,5.80582385e+01
20,93,34,nan
20,93,35,nan
20,93,36,nan
20,93,37,5.81271627e+01
20,93,38,5.60746797e+01
20,93,39,nan
20,93,40,nan
20,93,41,nan
20,93,42,nan
20,93,43,5.85648923e+01
20,93,44,6.34235830e+01
20,93,45,6.01887553e+01
20,93,46,5.86144735e+01
20,93,47,6.17723102e+01
20,93,48,nan
20,93,49,5.85067494e+01
20,93,50,nan
20,93,51,nan
20,93,52,nan
20,93,53,nan
20,93,54,nan
20,93,55,nan
20,93,56,nan
20,93,57,6.15328392e+01
20,93,58,6.06495450e+01
20,93,59,5.75755143e+01
20,93,60,6.03621650e+01
20,93,61,5.58219695e+01
20,93,62,5.69986204e+01
20,93,63,5.93416180e+01
20,93,64,nan
20,93,65,6.03109143e+01
20,93,66,6.16679307e+01
20,93,67,5.88486871e+01
20,93,68,nan
20,93,69,nan
20,93,70,nan
20,93,71,nan
20,93,72,6.06870066e+01
20,93,73,6.13950502e+01
20,93,74,6.06787653e+01
20,93,75,nan
20,93,76,nan
20,93,77,5.72416554e+01
20,93,78,5.53636319e+01
20,93,79,6.03794292e+01
20,93,80,nan
20,93,81,5.64841990e+01
20,93,82,5.84949394e+01
20,93,83,5.94267392e+01
20,93,84,5.72499218e+01
20,93,85,5.82551812e+01
20,93,86,5.96869684e+01
20,93,87,nan
20,93,88,6.45994394e+01
20,93,89,6.07177003e+01
20,93,90,5.94171035e+01
20,93,91,5.60000066e+01
20,93,92,nan
20,93,93,5.76224873e+01
20,93,94,5.80576030e+01
20,93,95,5.96288757e+01
20,93,96,nan
20,93,97,6.25023059e+01
20,93,98,6.37769663e+01
20,93,99,5.91679513e+01
20,94,0,6.39282176e+01
20,94,1,6.19674515e+01
20,94,2,5.97775218e+01
20,94,3,5.93944444e+01
20,94,4,5.96954662e+01
20,94,5,6.06617923e+01
20,94,6,5.97063103e+01
20,94,7,5.86158975e+01
20,94,8,nan
20,94,9,5.69084623e+01
20,94,10,6.02691109e+01
20,94,11,5.74594256e+01
20,94,12,5.98357630e+01
20,94,13,6.40955275e+01
20,94,14,nan
20,94,15,nan
20,94,16,5.77993617e+01
20,94,17,5.72691713e+01
20,94,18,5.99318779e+01
20,94,19,nan
20,94,20,nan
20,94,21,nan
20,94,22,5.71133113e+01
20,94,23,5.99953580e+01
20,94,24,6.05363456e+01
20,94,25,6.15351776e+01
20,94,26,5.96647439e+01
20,94,27,5.62089539e+01
20,94,28,nan
20,94,29,6.37475964e+01
20,94,30,nan
20,94,31,nan
20,94,32,nan
20,94,33,6.09612028e+01
20,94,34,5.92432852e+01
20,94,35,5.98087958e+01
20,94,36,5.74988794e+01
20,94,37,nan
20,94,38,5.67598902e+01
20,94,39,nan
20,94,40,5.69457452e+01
20,94,41,6.02231293e+01
20,94,42,nan
20,94,43,nan
20,94,44,nan
20,94,45,5.63625280e+01
20,94,46,nan
20,94,47,5.77236681e+01
20,94,48,5.55363646e+01
20,94,49,nan
20,94,50,nan
20,94,51,nan
20,94,52,nan
20,94,53,nan
20,94,54,nan
20,94,55,5.94523708e+01
20,94,56,6.13960535e+01
20,94,57,5.85885027e+01
20,94,58,5.54719362e+01
20,94,59,5.88333660e+01
20,94,60,nan
20,94,61,nan
20,94,62,nan
20,94,63,nan
20,94,64,nan
20,94,65,5.91305533e+01
20,94,66,nan
20,94,67,nan
20,94,68,6.03616739e+01
20,94,69,nan
20,94,70,6.24254947e+01
20,94,71,5.79686394e+01
20,94,72,nan
20,94,73,nan
20,94,74,5.97816108e+01
20,94,75,nan
20,94,76,nan
20,94,77,5.98914446e+01
20,94,78,5.74582013e+01
20,94,79,5.86222717e+01
20,94,80,6.06178894e+01
20,94,81,nan
20,94,82,nan
20,94,83,5.86463950e+01
20,94,84,6.03855723e+01
20,94,85,6.12518517e+01
20,94,86,nan
20,94,87,nan
20,94,88,6.33889670e+01
20,94,89,6.00185182e+01
20,94,90,nan
20,94,91,nan
20,94,92,5.68039120e+01
20,94,93,nan
20,94,94,nan
20,94,95,5.92709814e+01
20,94,96,5.45088689e+01
20,94,97,nan
20,94,98,nan
20,94,99,nan
20,95,0,6.10142008e+01
20,95,1,5.93864798e+01
20,95,2,5.42223492e+01
20,95,3,nan
20,95,4,nan
20,95,5,nan
20,95,6,nan
20,95,7,6.17323429e+01
20,95,8,nan
20,95,9,5.79802225e+01
20,95,10,5.81619378e+01
20,95,11,5.56202506e+01
20,95,12,nan
20,95,13,nan
20,95,14,nan
20,95,15,nan
20,95,16,6.15701594e+01
20,95,17,5.81058591e+01
20,95,18,5.95589671e+01
20,95,19,nan
20,95,20,nan
20,95,21,6.20220634e+01
20,95,22,5.97099370e+01
20,95,23,5.99089230e+01
20,95,24,5.95456209e+01
20,95,25,nan
20,95,26,nan
20,95,27,nan
20,95,28,5.93912932e+01
20,95,29,5.89929074e+01
20,95,30,nan
20,95,31,nan
20,95,32,5.91828688e+01
20,95,33,nan
20,95,34,nan
20,95,35,5.67482524e+01
20,95,36,5.64789476e+01
20,95,37,5.86978028e+01
20,95,38,5.95066757e+01
20,95,39,5.92345901e+01
20,95,40,6.23801619e+01
20,95,41,5.79280254e+01
20,95,42,6.41641677e+01
20,95,43,nan
20,95,44,nan
20,95,45,nan
20,95,46,nan
20,95,47,nan
20,95,48,nan
20,95,49,nan
20,95,50,nan
20,95,51,nan
20,95,52,nan
20,95,53,nan
20,95,54,6.44133549e+01
20,95,55,6.16375604e+01
20,95,56,5.97668782e+01
20,95,57,5.88414027e+01
20,95,58,nan
20,95,59,nan
20,95,60,nan
20,95,61,nan
20,95,62,nan
20,95,63,6.03269827e+01
20,95,64,nan
20,95,65,nan
20,95,66,6.09320045e+01
20,95,67,6.03997516e+01
20,95,68,6.21634110e+01
20,95,69,nan
20,95,70,5.63244723e+01
20,95,71,5.93895151e+01
20,95,72,nan
20,95,73,nan
20,95,74,nan
20,95,75,nan
20,95,76,nan
20,95,77,6.18626995e+01
20,95,78,5.72008849e+01
20,95,79,6.00892678e+01
20,95,80,5.83088238e+01
20,95,81,6.17092155e+01
20,95,82,nan
20,95,83,nan
20,95,84,nan
20,95,85,nan
20,95,86,5.95526560e+01
20,95,87,nan
20,95,88,nan
20,95,89,nan
20,95,90,nan
20,95,91,nan
20,95,92,nan
20,95,93,5.84551779e+01
20,95,94,nan
20,95,95,5.83418400e+01
20,95,96,6.13466948e+01
20,95,97,nan
20,95,98,nan
20,95,99,nan
20,96,0,nan
20,96,1,nan
20,96,2,nan
20,96,3,nan
20,96,4,nan
20,96,5,nan
20,96,6,5.92994233e+01
20,96,7,6.10471255e+01
20,96,8,6.12102982e+01
20,96,9,nan
20,96,10,nan
20,96,11,nan
20,96,12,nan
20,96,13,nan
20,96,14,nan
20,96,15,nan
20,96,16,nan
20,96,17,nan
20,96,18,5.89261589e+01
20,96,19,6.13975236e+01
20,96,20,5.95204389e+01
20,96,21,6.23764440e+01
20,96,22,nan
20,96,23,nan
20,96,24,nan
20,96,25,6.22823065e+01
20,96,26,nan
20,96,27,6.31449927e+01
20,96,28,6.41943454e+01
20,96,29,6.36693282e+01
20,96,30,5.92096133e+01
20,96,31,6.11456178e+01
20,96,32,nan
20,96,33,nan
20,96,34,nan
20,96,35,5.93485183e+01
20,96,36,nan
20,96,37,nan
20,96,38,5.95999013e+01
20,96,39,6.05252357e+01
20,96,40,5.94475462e+01
20,96,41,6.09370661e+01
20,96,42,6.34053568e+01
20,96,43,6.45366440e+01
20,96,44,nan
20,96,45,6.29998570e+01
20,96,46,6.40936697e+01
20,96,47,6.01689187e+01
20,96,48,nan
20,96,49,6.02223633e+01
20,96,50,6.11490599e+01
20,96,51,nan
20,96,52,nan
20,96,53,6.07167568e+01
20,96,54,6.46898043e+01
20,96,55,6.05231857e+01
20,96,56,nan
20,96,57,nan
20,96,58,nan
20,96,59,nan
20,96,60,nan
20,96,61,5.97129986e+01
20,96,62,5.86721267e+01
20,96,63,5.68759351e+01
20,96,64,nan
20,96,65,nan
20,96,66,nan
20,96,67,5.90025586e+01
20,96,68,nan
20,96,69,nan
20,96,70,nan
20,96,71,nan
20,96,72,5.77562397e+01
20,96,73,6.22893752e+01
20,96,74,6.16351820e+01
20,96,75,5.75122402e+01
20,96,76,6.22788445e+01
20,96,77,5.79758029e+01
20,96,78,5.79013041e+01
20,96,79,6.08532797e+01
20,96,80,5.69200120e+01
20,96,81,5.76014757e+01
20,96,82,5.72404642e+01
20,96,83,nan
20,96,84,nan
20,96,85,6.23857466e+01
20,96,86,nan
20,96,87,5.94823787e+01
20,96,88,nan
20,96,89,nan
20,96,90,nan
20,96,91,6.37938420e+01
20,96,92,nan
20,96,93,nan
20,96,94,nan
20,96,95,6.09148688e+01
20,96,96,5.63811760e+01
20,96,97,nan
20,96,98,nan
20,96,99,5.97557619e+01
20,97,0,nan
20,97,1,6.13959215e+01
20,97,2,5.78213479e+01
20,97,3,5.78261553e+01
20,97,4,5.74126971e+01
20,97,5,nan
20,97,6,nan
20,97,7,nan
20,97,8,6.18824010e+01
20,97,9,nan
20,97,10,5.76652366e+01
20,97,11,5.95294580e+01
20,97,12,5.98709684e+01
20,97,13,5.99711715e+01
20,97,14,5.92621224e+01
20,97,15,5.85758950e+01
20,97,16,5.74881034e+01
20,97,17,nan
20,97,18,nan
20,97,19,5.57199116e+01
20,97,20,5.60456030e+01
20,97,21,6.02101059e+01
20,97,22,nan
20,97,23,nan
20,97,24,6.29444231e+01
20,97,25,6.35006428e+01
20,97,26,6.24940113e+01
20,97,27,6.24980317e+01
20,97,28,5.98158325e+01
20,97,29,6.26091352e+01
20,97,30,6.16887549e+01
20,97,31,5.87102310e+01
20,97,32,5.93515808e+01
20,97,33,6.05265827e+01
20,97,34,6.02084703e+01
20,97,35,6.02990561e+01
20,97,36,5.82824689e+01
20,97,37,5.89879663e+01
20,97,38,6.24148506e+01
20,97,39,nan
20,97,40,nan
20,97,41,5.93036041e+01
20,97,42,nan
20,97,43,5.95838700e+01
20,97,44,nan
20,97,45,5.99964308e+01
20,97,46,5.71157124e+01
20,97,47,5.91934745e+01
20,97,48,5.94808177e+01
20,97,49,6.17627761e+01
20,97,50,5.87375701e+01
20,97,51,5.90000474e+01
20,97,52,6.43900300e+01
20,97,53,nan
20,97,54,5.70344274e+01
20,97,55,nan
20,97,56,nan
20,97,57,nan
20,97,58,6.04118180e+01
20,97,59,5.82695515e+01
20,97,60,nan
20,97,61,nan
20,97,62,nan
20,97,63,6.09677634e+01
20,97,64,nan
20,97,65,nan
20,97,66,nan
20,97,67,nan
20,97,68,nan
20,97,69,5.93207106e+01
20,97,70,nan
20,97,71,5.65091986e+01
20,97,72,6.08374234e+01
20,97,73,5.61258474e+01
20,97,74,5.73495823e+01
20,97,75,6.04877672e+01
20,97,76,nan
20,97,77,nan
20,97,78,5.96240267e+01
20,97,79,6.14779041e+01
20,97,80,nan
20,97,81,nan
20,97,82,6.07592236e+01
