x,y,z,vz
18,85,92,nan
18,85,93,nan
18,85,94,nan
18,85,95,nan
18,85,96,nan
18,85,97,nan
18,85,98,nan
18,85,99,nan
18,86,0,nan
18,86,1,nan
18,86,2,-4.61471962e+00
18,86,3,-4.26843024e+00
18,86,4,-4.11365331e+00
18,86,5,-4.04390592e+00
18,86,6,-4.01696782e+00
18,86,7,-4.00804435e+00
18,86,8,-4.00612107e+00
18,86,9,-4.00725599e+00
18,86,10,-4.00874786e+00
18,86,11,-4.00924837e+00
18,86,12,-4.00479489e+00
18,86,13,-3.99152178e+00
18,86,14,-3.96997241e+00
18,86,15,-3.94775210e+00
18,86,16,-3.93197664e+00
18,86,17,-3.92744246e+00
18,86,18,-3.93085374e+00
18,86,19,-3.93734031e+00
18,86,20,-3.94346231e+00
18,86,21,-3.94496293e+00
18,86,22,-3.94398012e+00
18,86,23,-3.94442125e+00
18,86,24,-3.95408147e+00
18,86,25,-3.97954793e+00
18,86,26,-4.01780238e+00
18,86,27,-4.05724168e+00
18,86,28,-4.08543346e+00
18,86,29,-4.09854873e+00
18,86,30,-4.10617219e+00
18,86,31,-4.11501153e+00
18,86,32,-4.12136381e+00
18,86,33,-4.11991334e+00
18,86,34,-4.10420548e+00
18,86,35,-4.07877585e+00
18,86,36,-4.06002112e+00
18,86,37,-4.05555391e+00
18,86,38,-4.06013154e+00
18,86,39,-4.06911109e+00
18,86,40,-4.07576919e+00
18,86,41,-4.07862116e+00
18,86,42,-4.08017020e+00
18,86,43,-4.09385387e+00
18,86,44,-4.14125398e+00
18,86,45,-4.23388494e+00
18,86,46,-4.36757831e+00
18,86,47,-4.50594402e+00
18,86,48,-4.59761430e+00
18,86,49,-4.63772858e+00
18,86,50,-4.68497966e+00
18,86,51,-4.88795445e+00
18,86,52,nan
18,86,53,nan
18,86,54,nan
18,86,55,nan
18,86,56,nan
18,86,57,nan
18,86,58,nan
18,86,59,nan
18,86,60,nan
18,86,61,nan
18,86,62,nan
18,86,63,nan
18,86,64,nan
18,86,65,nan
18,86,66,nan
18,86,67,nan
18,86,68,nan
18,86,69,nan
18,86,70,nan
18,86,71,nan
18,86,72,nan
18,86,73,nan
18,86,74,nan
18,86,75,nan
18,86,76,nan
18,86,77,nan
18,86,78,nan
18,86,79,nan
18,86,80,nan
18,86,81,nan
18,86,82,nan
18,86,83,nan
18,86,84,nan
18,86,85,nan
18,86,86,nan
18,86,87,nan
18,86,88,nan
18,86,89,nan
18,86,90,nan
18,86,91,nan
18,86,92,nan
18,86,93,nan
18,86,94,nan
18,86,95,nan
18,86,96,nan
18,86,97,nan
18,86,98,nan
18,86,99,nan
18,87,0,nan
18,87,1,nan
18,87,2,-4.63699627e+00
18,87,3,-4.28939364e+00
18,87,4,-4.13213261e+00
18,87,5,-4.05819644e+00
18,87,6,-4.02533813e+00
18,87,7,-4.00936192e+00
18,87,8,-4.00109761e+00
18,87,9,-3.99562678e+00
18,87,10,-3.99076722e+00
18,87,11,-3.98647971e+00
18,87,12,-3.97975223e+00
18,87,13,-3.96660851e+00
18,87,14,-3.94925291e+00
18,87,15,-3.93435380e+00
18,87,16,-3.92699778e+00
18,87,17,-3.92677565e+00
18,87,18,-3.93184216e+00
18,87,19,-3.93980136e+00
18,87,20,-3.94521491e+00
18,87,21,-3.94591079e+00
18,87,22,-3.94442674e+00
18,87,23,-3.94429828e+00
18,87,24,-3.95376329e+00
18,87,25,-3.98099759e+00
18,87,26,-4.02380239e+00
18,87,27,-4.07101563e+00
18,87,28,-4.10558620e+00
18,87,29,-4.11838515e+00
18,87,30,-4.11902401e+00
18,87,31,-4.11607095e+00
18,87,32,-4.11184172e+00
18,87,33,-4.09842567e+00
18,87,34,-4.07467443e+00
18,87,35,-4.05100909e+00
18,87,36,-4.04000239e+00
18,87,37,-4.04200988e+00
18,87,38,-4.05366348e+00
18,87,39,-4.07194361e+00
18,87,40,-4.08819200e+00
18,87,41,-4.09833380e+00
18,87,42,-4.10395705e+00
18,87,43,-4.11688492e+00
18,87,44,-4.16004449e+00
18,87,45,-4.24661011e+00
18,87,46,-4.37124992e+00
18,87,47,-4.50279833e+00
18,87,48,-4.59155664e+00
18,87,49,-4.63257057e+00
18,87,50,-4.68468839e+00
18,87,51,-4.87818503e+00
18,87,52,nan
18,87,53,nan
18,87,54,nan
18,87,55,nan
18,87,56,nan
18,87,57,nan
18,87,58,nan
18,87,59,nan
18,87,60,nan
18,87,61,nan
18,87,62,nan
18,87,63,nan
18,87,64,nan
18,87,65,nan
18,87,66,nan
18,87,67,nan
18,87,68,nan
18,87,69,nan
18,87,70,nan
18,87,71,nan
18,87,72,nan
18,87,73,nan
18,87,74,nan
18,87,75,nan
18,87,76,nan
18,87,77,nan
18,87,78,nan
18,87,79,nan
18,87,80,nan
18,87,81,nan
18,87,82,nan
18,87,83,nan
18,87,84,nan
18,87,85,nan
18,87,86,nan
18,87,87,nan
18,87,88,nan
18,87,89,nan
18,87,90,nan
18,87,91,nan
18,87,92,nan
18,87,93,nan
18,87,94,nan
18,87,95,nan
18,87,96,nan
18,87,97,nan
18,87,98,nan
18,87,99,nan
18,88,0,nan
18,88,1,nan
18,88,2,-4.67464140e+00
18,88,3,-4.31429509e+00
18,88,4,-4.15047583e+00
18,88,5,-4.06936336e+00
18,88,6,-4.03004447e+00
18,88,7,-4.00847328e+00
18,88,8,-3.99407516e+00
18,88,9,-3.98196729e+00
18,88,10,-3.97175877e+00
18,88,11,-3.96320916e+00
18,88,12,-3.95551585e+00
18,88,13,-3.94575797e+00
18,88,14,-3.93432790e+00
18,88,15,-3.92560424e+00
18,88,16,-3.92273198e+00
18,88,17,-3.92480590e+00
18,88,18,-3.93148762e+00
18,88,19,-3.94228455e+00
18,88,20,-3.94965909e+00
18,88,21,-3.95071140e+00
18,88,22,-3.94904860e+00
18,88,23,-3.94756095e+00
18,88,24,-3.95539809e+00
18,88,25,-3.98261186e+00
18,88,26,-4.02779288e+00
18,88,27,-4.07832787e+00
18,88,28,-4.11437934e+00
18,88,29,-4.12642048e+00
18,88,30,-4.12433254e+00
18,88,31,-4.11464357e+00
18,88,32,-4.09624145e+00
18,88,33,-4.06997506e+00
18,88,34,-4.04309422e+00
18,88,35,-4.02663616e+00
18,88,36,-4.02374343e+00
18,88,37,-4.03183730e+00
18,88,38,-4.05036350e+00
18,88,39,-4.07575855e+00
18,88,40,-4.10184555e+00
18,88,41,-4.11991070e+00
18,88,42,-4.13031483e+00
18,88,43,-4.14238791e+00
18,88,44,-4.18006703e+00
18,88,45,-4.25991044e+00
18,88,46,-4.37521901e+00
18,88,47,-4.49837756e+00
18,88,48,-4.58395407e+00
18,88,49,-4.62920731e+00
18,88,50,-4.68831617e+00
18,88,51,-4.87531971e+00
18,88,52,-6.71539335e+00
18,88,53,nan
18,88,54,nan
18,88,55,nan
18,88,56,nan
18,88,57,nan
18,88,58,nan
18,88,59,nan
18,88,60,nan
18,88,61,nan
18,88,62,nan
18,88,63,nan
18,88,64,nan
18,88,65,nan
18,88,66,nan
18,88,67,nan
18,88,68,nan
18,88,69,nan
18,88,70,nan
18,88,71,nan
18,88,72,nan
18,88,73,nan
18,88,74,nan
18,88,75,nan
18,88,76,nan
18,88,77,nan
18,88,78,nan
18,88,79,nan
18,88,80,nan
18,88,81,nan
18,88,82,nan
18,88,83,nan
18,88,84,nan
18,88,85,nan
18,88,86,nan
18,88,87,nan
18,88,88,nan
18,88,89,nan
18,88,90,nan
18,88,91,nan
18,88,92,nan
18,88,93,nan
18,88,94,nan
18,88,95,nan
18,88,96,nan
18,88,97,nan
18,88,98,nan
18,88,99,nan
18,89,0,nan
18,89,1,nan
18,89,2,-4.71984348e+00
18,89,3,-4.34012049e+00
18,89,4,-4.16705340e+00
18,89,5,-4.07829987e+00
18,89,6,-4.03211518e+00
18,89,7,-4.00528428e+00
18,89,8,-3.98540712e+00
18,89,9,-3.96866233e+00
18,89,10,-3.95499702e+00
18,89,11,-3.94497334e+00
18,89,12,-3.93818155e+00
18,89,13,-3.93157741e+00
18,89,14,-3.92471926e+00
18,89,15,-3.91949587e+00
18,89,16,-3.91777716e+00
18,89,17,-3.92041202e+00
18,89,18,-3.92897191e+00
18,89,19,-3.94380103e+00
18,89,20,-3.95597907e+00
18,89,21,-3.96065954e+00
18,89,22,-3.95985800e+00
18,89,23,-3.95793980e+00
18,89,24,-3.96408025e+00
18,89,25,-3.98911092e+00
18,89,26,-4.03280763e+00
18,89,27,-4.08164710e+00
18,89,28,-4.11585363e+00
18,89,29,-4.12728765e+00
18,89,30,-4.12380798e+00
18,89,31,-4.10876617e+00
18,89,32,-4.07845196e+00
18,89,33,-4.04530376e+00
18,89,34,-4.02158452e+00
18,89,35,-4.01343537e+00
18,89,36,-4.01627111e+00
18,89,37,-4.02786169e+00
18,89,38,-4.04921507e+00
18,89,39,-4.07778044e+00
18,89,40,-4.10874976e+00
18,89,41,-4.13221013e+00
18,89,42,-4.14730442e+00
18,89,43,-4.16223375e+00
18,89,44,-4.19825102e+00
18,89,45,-4.27439498e+00
18,89,46,-4.38305049e+00
18,89,47,-4.50189840e+00
18,89,48,-4.58694867e+00
18,89,49,-4.63255179e+00
18,89,50,-4.69208101e+00
18,89,51,-4.86098991e+00
18,89,52,-5.59769635e+00
18,89,53,nan
18,89,54,nan
18,89,55,nan
18,89,56,nan
18,89,57,nan
18,89,58,nan
18,89,59,nan
18,89,60,nan
18,89,61,nan
18,89,62,nan
18,89,63,nan
18,89,64,nan
18,89,65,nan
18,89,66,nan
18,89,67,nan
18,89,68,nan
18,89,69,nan
18,89,70,nan
18,89,71,nan
18,89,72,nan
18,89,73,nan
18,89,74,nan
18,89,75,nan
18,89,76,nan
18,89,77,nan
18,89,78,nan
18,89,79,nan
18,89,80,nan
18,89,81,nan
18,89,82,nan
18,89,83,nan
18,89,84,nan
18,89,85,nan
18,89,86,nan
18,89,87,nan
18,89,88,nan
18,89,89,nan
18,89,90,nan
18,89,91,nan
18,89,92,nan
18,89,93,nan
18,89,94,nan
18,89,95,nan
18,89,96,nan
18,89,97,nan
18,89,98,nan
18,89,99,nan
18,90,0,nan
18,90,1,nan
18,90,2,-4.77526446e+00
18,90,3,-4.36711879e+00
18,90,4,-4.18420869e+00
18,90,5,-4.08708035e+00
18,90,6,-4.03300314e+00
18,90,7,-3.99976329e+00
18,90,8,-3.97545655e+00
18,90,9,-3.95655226e+00
18,90,10,-3.94200905e+00
18,90,11,-3.93237030e+00
18,90,12,-3.92663128e+00
18,90,13,-3.92292654e+00
18,90,14,-3.91905313e+00
18,90,15,-3.91461183e+00
18,90,16,-3.91259784e+00
18,90,17,-3.91484500e+00
18,90,18,-3.92530430e+00
18,90,19,-3.94399593e+00
18,90,20,-3.96230338e+00
18,90,21,-3.97344577e+00
18,90,22,-3.97673572e+00
18,90,23,-3.97685474e+00
18,90,24,-3.98257399e+00
18,90,25,-4.00412709e+00
18,90,26,-4.04244425e+00
18,90,27,-4.08434113e+00
18,90,28,-4.11443776e+00
18,90,29,-4.12466517e+00
18,90,30,-4.11873668e+00
18,90,31,-4.09709522e+00
18,90,32,-4.06195930e+00
18,90,33,-4.03066447e+00
18,90,34,-4.01313454e+00
18,90,35,-4.00920355e+00
18,90,36,-4.01491376e+00
18,90,37,-4.02826405e+00
18,90,38,-4.04969003e+00
18,90,39,-4.07827231e+00
18,90,40,-4.10860476e+00
18,90,41,-4.13338253e+00
18,90,42,-4.15208922e+00
18,90,43,-4.17300914e+00
18,90,44,-4.21333298e+00
18,90,45,-4.28976357e+00
18,90,46,-4.39978736e+00
18,90,47,-4.51915655e+00
18,90,48,-4.60160772e+00
18,90,49,-4.64689231e+00
18,90,50,-4.70125667e+00
18,90,51,-4.82773753e+00
18,90,52,-5.21348009e+00
18,90,53,nan
18,90,54,nan
18,90,55,nan
18,90,56,nan
18,90,57,nan
18,90,58,nan
18,90,59,nan
18,90,60,nan
18,90,61,nan
18,90,62,nan
18,90,63,nan
18,90,64,nan
18,90,65,nan
18,90,66,nan
18,90,67,nan
18,90,68,nan
18,90,69,nan
18,90,70,nan
18,90,71,nan
18,90,72,nan
18,90,73,nan
18,90,74,nan
18,90,75,nan
18,90,76,nan
18,90,77,nan
18,90,78,nan
18,90,79,nan
18,90,80,nan
18,90,81,nan
18,90,82,nan
18,90,83,nan
18,90,84,nan
18,90,85,nan
18,90,86,nan
18,90,87,nan
18,90,88,nan
18,90,89,nan
18,90,90,nan
18,90,91,nan
18,90,92,nan
18,90,93,nan
18,90,94,nan
18,90,95,nan
18,90,96,nan
18,90,97,nan
18,90,98,nan
18,90,99,nan
18,91,0,nan
18,91,1,nan
18,91,2,-4.85301717e+00
18,91,3,-4.40435896e+00
18,91,4,-4.20661615e+00
18,91,5,-4.09676516e+00
18,91,6,-4.03274900e+00
18,91,7,-3.99260938e+00
18,91,8,-3.96537082e+00
18,91,9,-3.94689750e+00
18,91,10,-3.93405684e+00
18,91,11,-3.92584544e+00
18,91,12,-3.92097537e+00
18,91,13,-3.91790616e+00
18,91,14,-3.91490161e+00
18,91,15,-3.91101781e+00
18,91,16,-3.90883525e+00
18,91,17,-3.91111411e+00
18,91,18,-3.92248151e+00
18,91,19,-3.94365857e+00
18,91,20,-3.96725338e+00
18,91,21,-3.98552125e+00
18,91,22,-3.99536519e+00
18,91,23,-4.00075243e+00
18,91,24,-4.00860227e+00
18,91,25,-4.02646046e+00
18,91,26,-4.05605059e+00
18,91,27,-4.08785525e+00
18,91,28,-4.11120671e+00
18,91,29,-4.11742770e+00
18,91,30,-4.10632944e+00
18,91,31,-4.07938037e+00
18,91,32,-4.04823044e+00
18,91,33,-4.02475570e+00
18,91,34,-4.01352370e+00
18,91,35,-4.01131296e+00
18,91,36,-4.01675733e+00
18,91,37,-4.03004109e+00
18,91,38,-4.05058205e+00
18,91,39,-4.07741291e+00
18,91,40,-4.10555354e+00
18,91,41,-4.12974197e+00
18,91,42,-4.14984016e+00
18,91,43,-4.17583772e+00
18,91,44,-4.22338370e+00
18,91,45,-4.30627386e+00
18,91,46,-4.42455736e+00
18,91,47,-4.55353354e+00
18,91,48,-4.64267104e+00
18,91,49,-4.68354475e+00
18,91,50,-4.72017700e+00
18,91,51,-4.79362238e+00
18,91,52,-4.98123248e+00
18,91,53,-6.37223563e+00
18,91,54,nan
18,91,55,nan
18,91,56,nan
18,91,57,nan
18,91,58,nan
18,91,59,nan
18,91,60,nan
18,91,61,nan
18,91,62,nan
18,91,63,nan
18,91,64,nan
18,91,65,nan
18,91,66,nan
18,91,67,nan
18,91,68,nan
18,91,69,nan
18,91,70,nan
18,91,71,nan
18,91,72,nan
18,91,73,nan
18,91,74,nan
18,91,75,nan
18,91,76,nan
18,91,77,nan
18,91,78,nan
18,91,79,nan
18,91,80,nan
18,91,81,nan
18,91,82,nan
18,91,83,nan
18,91,84,nan
18,91,85,nan
18,91,86,nan
18,91,87,nan
18,91,88,nan
18,91,89,nan
18,91,90,nan
18,91,91,nan
18,91,92,nan
18,91,93,nan
18,91,94,nan
18,91,95,nan
18,91,96,nan
18,91,97,nan
18,91,98,nan
18,91,99,nan
18,92,0,nan
18,92,1,nan
18,92,2,-4.96186888e+00
18,92,3,-4.45254860e+00
18,92,4,-4.23478312e+00
18,92,5,-4.10904042e+00
18,92,6,-4.03235240e+00
18,92,7,-3.98549225e+00
18,92,8,-3.95808577e+00
18,92,9,-3.94158156e+00
18,92,10,-3.93150266e+00
18,92,11,-3.92475513e+00
18,92,12,-3.91963092e+00
18,92,13,-3.91606131e+00
18,92,14,-3.91242126e+00
18,92,15,-3.90878539e+00
18,92,16,-3.90672747e+00
18,92,17,-3.91021512e+00
18,92,18,-3.92301502e+00
18,92,19,-3.94530475e+00
18,92,20,-3.97170433e+00
18,92,21,-3.99535085e+00
18,92,22,-4.01274840e+00
18,92,23,-4.02465180e+00
18,92,24,-4.03547165e+00
18,92,25,-4.05078107e+00
18,92,26,-4.07140306e+00
18,92,27,-4.09068768e+00
18,92,28,-4.10443957e+00
18,92,29,-4.10305578e+00
18,92,30,-4.08702653e+00
18,92,31,-4.06107068e+00
18,92,32,-4.03795777e+00
18,92,33,-4.02395138e+00
18,92,34,-4.01752265e+00
18,92,35,-4.01719687e+00
18,92,36,-4.02192066e+00
18,92,37,-4.03333421e+00
18,92,38,-4.05155912e+00
18,92,39,-4.07537660e+00
18,92,40,-4.10025127e+00
18,92,41,-4.12317372e+00
18,92,42,-4.14483850e+00
18,92,43,-4.17382481e+00
18,92,44,-4.22730443e+00
18,92,45,-4.31880254e+00
18,92,46,-4.45122075e+00
18,92,47,-4.60167987e+00
18,92,48,-4.71258333e+00
18,92,49,-4.75227571e+00
18,92,50,-4.75722273e+00
18,92,51,-4.77612050e+00
18,92,52,-4.85280934e+00
18,92,53,-5.22689353e+00
18,92,54,nan
18,92,55,nan
18,92,56,nan
18,92,57,nan
18,92,58,nan
18,92,59,nan
18,92,60,nan
18,92,61,nan
18,92,62,nan
18,92,63,nan
18,92,64,nan
18,92,65,nan
18,92,66,nan
18,92,67,nan
18,92,68,nan
18,92,69,nan
18,92,70,nan
18,92,71,nan
18,92,72,nan
18,92,73,nan
18,92,74,nan
18,92,75,nan
18,92,76,nan
18,92,77,nan
18,92,78,nan
18,92,79,nan
18,92,80,nan
18,92,81,nan
18,92,82,nan
18,92,83,nan
18,92,84,nan
18,92,85,nan
18,92,86,nan
18,92,87,nan
18,92,88,nan
18,92,89,nan
18,92,90,nan
18,92,91,nan
18,92,92,nan
18,92,93,nan
18,92,94,nan
18,92,95,nan
18,92,96,nan
18,92,97,nan
18,92,98,nan
18,92,99,nan
18,93,0,nan
18,93,1,nan
18,93,2,-5.07770897e+00
18,93,3,-4.49954289e+00
18,93,4,-4.26126870e+00
18,93,5,-4.12107121e+00
18,93,6,-4.03346902e+00
18,93,7,-3.98151707e+00
18,93,8,-3.95450767e+00
18,93,9,-3.94058157e+00
18,93,10,-3.93234899e+00
18,93,11,-3.92626541e+00
18,93,12,-3.92084026e+00
18,93,13,-3.91547604e+00
18,93,14,-3.91109416e+00
18,93,15,-3.90817314e+00
18,93,16,-3.90737459e+00
18,93,17,-3.91275013e+00
18,93,18,-3.92831611e+00
18,93,19,-3.95131509e+00
18,93,20,-3.97815561e+00
18,93,21,-4.00460342e+00
18,93,22,-4.02756563e+00
18,93,23,-4.04422024e+00
18,93,24,-4.05766920e+00
18,93,25,-4.07077528e+00
18,93,26,-4.08292828e+00
18,93,27,-4.09033950e+00
18,93,28,-4.09407394e+00
18,93,29,-4.08526781e+00
18,93,30,-4.06578514e+00
18,93,31,-4.04531817e+00
18,93,32,-4.03190532e+00
18,93,33,-4.02595166e+00
18,93,34,-4.02401491e+00
18,93,35,-4.02601500e+00
18,93,36,-4.03045341e+00
18,93,37,-4.03848295e+00
18,93,38,-4.05304758e+00
18,93,39,-4.07243258e+00
18,93,40,-4.09340452e+00
18,93,41,-4.11415729e+00
18,93,42,-4.13699609e+00
18,93,43,-4.16970118e+00
18,93,44,-4.22834353e+00
18,93,45,-4.32673571e+00
18,93,46,-4.47167141e+00
18,93,47,-4.64536818e+00
18,93,48,-4.78483830e+00
18,93,49,-4.83061966e+00
18,93,50,-4.81151915e+00
18,93,51,-4.78747390e+00
18,93,52,-4.80632087e+00
18,93,53,-5.02978284e+00
18,93,54,nan
18,93,55,nan
18,93,56,nan
18,93,57,nan
18,93,58,nan
18,93,59,nan
18,93,60,nan
18,93,61,nan
18,93,62,nan
18,93,63,nan
18,93,64,nan
18,93,65,nan
18,93,66,nan
18,93,67,nan
18,93,68,nan
18,93,69,nan
18,93,70,nan
18,93,71,nan
18,93,72,nan
18,93,73,nan
18,93,74,nan
18,93,75,nan
18,93,76,nan
18,93,77,nan
18,93,78,nan
18,93,79,nan
18,93,80,nan
18,93,81,nan
18,93,82,nan
18,93,83,nan
18,93,84,nan
18,93,85,nan
18,93,86,nan
18,93,87,nan
18,93,88,nan
18,93,89,nan
18,93,90,nan
18,93,91,nan
18,93,92,nan
18,93,93,nan
18,93,94,nan
18,93,95,nan
18,93,96,nan
18,93,97,nan
18,93,98,nan
18,93,99,nan
18,94,0,nan
18,94,1,nan
18,94,2,-5.14045004e+00
18,94,3,-4.52504657e+00
18,94,4,-4.27652458e+00
18,94,5,-4.13008298e+00
18,94,6,-4.03635078e+00
18,94,7,-3.98182232e+00
18,94,8,-3.95539744e+00
18,94,9,-3.94259519e+00
18,94,10,-3.93556413e+00
18,94,11,-3.92941653e+00
18,94,12,-3.92244004e+00
18,94,13,-3.91511788e+00
18,94,14,-3.91045129e+00
18,94,15,-3.90887984e+00
18,94,16,-3.91084341e+00
18,94,17,-3.92120539e+00
18,94,18,-3.94007848e+00
18,94,19,-3.96184929e+00
18,94,20,-3.98605594e+00
18,94,21,-4.01315477e+00
18,94,22,-4.03946758e+00
18,94,23,-4.05906871e+00
18,94,24,-4.07275190e+00
18,94,25,-4.08249077e+00
18,94,26,-4.08749317e+00
18,94,27,-4.08734002e+00
18,94,28,-4.08335827e+00
18,94,29,-4.06796701e+00
18,94,30,-4.04778502e+00
18,94,31,-4.03371968e+00
18,94,32,-4.02827794e+00
18,94,33,-4.02904540e+00
18,94,34,-4.03209616e+00
18,94,35,-4.03761969e+00
18,94,36,-4.04362140e+00
18,94,37,-4.04833473e+00
18,94,38,-4.05663946e+00
18,94,39,-4.06921837e+00
18,94,40,-4.08547393e+00
18,94,41,-4.10451385e+00
18,94,42,-4.12830383e+00
18,94,43,-4.16574942e+00
18,94,44,-4.22954524e+00
18,94,45,-4.33159395e+00
18,94,46,-4.48149174e+00
18,94,47,-4.67253493e+00
18,94,48,-4.84587004e+00
18,94,49,-4.91185747e+00
18,94,50,-4.87868012e+00
18,94,51,-4.82270471e+00
18,94,52,-4.80771900e+00
18,94,53,-4.98538928e+00
18,94,54,nan
18,94,55,nan
18,94,56,nan
18,94,57,nan
18,94,58,nan
18,94,59,nan
18,94,60,nan
18,94,61,nan
18,94,62,nan
18,94,63,nan
18,94,64,nan
18,94,65,nan
18,94,66,nan
18,94,67,nan
18,94,68,nan
18,94,69,nan
18,94,70,nan
18,94,71,nan
18,94,72,nan
18,94,73,nan
18,94,74,nan
18,94,75,nan
18,94,76,nan
18,94,77,nan
18,94,78,nan
18,94,79,nan
18,94,80,nan
18,94,81,nan
18,94,82,nan
18,94,83,nan
18,94,84,nan
18,94,85,nan
18,94,86,nan
18,94,87,nan
18,94,88,nan
18,94,89,nan
18,94,90,nan
18,94,91,nan
18,94,92,nan
18,94,93,nan
18,94,94,nan
18,94,95,nan
18,94,96,nan
18,94,97,nan
18,94,98,nan
18,94,99,nan
18,95,0,nan
18,95,1,nan
18,95,2,-5.10455845e+00
18,95,3,-4.52692295e+00
18,95,4,-4.27938670e+00
18,95,5,-4.13433416e+00
18,95,6,-4.04414850e+00
18,95,7,-3.99113074e+00
18,95,8,-3.96464971e+00
18,95,9,-3.95240290e+00
18,95,10,-3.94456374e+00
18,95,11,-3.93506004e+00
18,95,12,-3.92457672e+00
18,95,13,-3.91573974e+00
18,95,14,-3.91111091e+00
18,95,15,-3.91084283e+00
18,95,16,-3.91848604e+00
18,95,17,-3.93608150e+00
18,95,18,-3.95579769e+00
18,95,19,-3.97458830e+00
18,95,20,-3.99552381e+00
18,95,21,-4.02187917e+00
18,95,22,-4.04993086e+00
18,95,23,-4.07019029e+00
18,95,24,-4.08147457e+00
18,95,25,-4.08652251e+00
18,95,26,-4.08710288e+00
18,95,27,-4.08393810e+00
18,95,28,-4.07254166e+00
18,95,29,-4.05231000e+00
18,95,30,-4.03413412e+00
18,95,31,-4.02505498e+00
18,95,32,-4.02573354e+00
18,95,33,-4.03231732e+00
18,95,34,-4.04434999e+00
18,95,35,-4.05613197e+00
18,95,36,-4.06178447e+00
18,95,37,-4.06214045e+00
18,95,38,-4.06234682e+00
18,95,39,-4.06541961e+00
18,95,40,-4.07525911e+00
18,95,41,-4.09370974e+00
18,95,42,-4.12169721e+00
18,95,43,-4.16433374e+00
18,95,44,-4.23116406e+00
18,95,45,-4.33427386e+00
18,95,46,-4.48356387e+00
18,95,47,-4.68344535e+00
18,95,48,-4.89521358e+00
18,95,49,-5.00276604e+00
18,95,50,-4.97328686e+00
18,95,51,-4.89585922e+00
18,95,52,-4.85037128e+00
18,95,53,-5.00829282e+00
18,95,54,nan
18,95,55,nan
18,95,56,nan
18,95,57,nan
18,95,58,nan
18,95,59,nan
18,95,60,nan
18,95,61,nan
18,95,62,nan
18,95,63,nan
18,95,64,nan
18,95,65,nan
18,95,66,nan
18,95,67,nan
18,95,68,nan
18,95,69,nan
18,95,70,nan
18,95,71,nan
18,95,72,nan
18,95,73,nan
18,95,74,nan
18,95,75,nan
18,95,76,nan
18,95,77,nan
18,95,78,nan
18,95,79,nan
18,95,80,nan
18,95,81,nan
18,95,82,nan
18,95,83,nan
18,95,84,nan
18,95,85,nan
18,95,86,nan
18,95,87,nan
18,95,88,nan
18,95,89,nan
18,95,90,nan
18,95,91,nan
18,95,92,nan
18,95,93,nan
18,95,94,nan
18,95,95,nan
18,95,96,nan
18,95,97,nan
18,95,98,nan
18,95,99,nan
18,96,0,nan
18,96,1,nan
18,96,2,-4.90879919e+00
18,96,3,-4.48368494e+00
18,96,4,-4.26687082e+00
18,96,5,-4.13535030e+00
18,96,6,-4.05513062e+00
18,96,7,-4.00915732e+00
18,96,8,-3.98362404e+00
18,96,9,-3.96989483e+00
18,96,10,-3.95923736e+00
18,96,11,-3.94532499e+00
18,96,12,-3.92954936e+00
18,96,13,-3.91852895e+00
18,96,14,-3.91425125e+00
18,96,15,-3.91812287e+00
18,96,16,-3.93229807e+00
18,96,17,-3.95278279e+00
18,96,18,-3.97165010e+00
18,96,19,-3.98789354e+00
18,96,20,-4.00656599e+00
18,96,21,-4.03189568e+00
18,96,22,-4.05962705e+00
18,96,23,-4.07832911e+00
18,96,24,-4.08524874e+00
18,96,25,-4.08645739e+00
18,96,26,-4.08476194e+00
18,96,27,-4.07804450e+00
18,96,28,-4.06143176e+00
18,96,29,-4.04055353e+00
18,96,30,-4.02463033e+00
18,96,31,-4.01831351e+00
18,96,32,-4.02443234e+00
18,96,33,-4.04048728e+00
18,96,34,-4.06450086e+00
18,96,35,-4.08177328e+00
18,96,36,-4.08489903e+00
18,96,37,-4.07820262e+00
18,96,38,-4.06747801e+00
18,96,39,-4.06152694e+00
18,96,40,-4.06525346e+00
18,96,41,-4.08361008e+00
18,96,42,-4.11732657e+00
18,96,43,-4.16505113e+00
18,96,44,-4.23339797e+00
18,96,45,-4.33514959e+00
18,96,46,-4.48249008e+00
18,96,47,-4.68666911e+00
18,96,48,-4.93121368e+00
18,96,49,-5.10662712e+00
18,96,50,-5.11291443e+00
18,96,51,-5.03626453e+00
18,96,52,-4.97611237e+00
18,96,53,-5.12996318e+00
18,96,54,nan
18,96,55,nan
18,96,56,nan
18,96,57,nan
18,96,58,nan
18,96,59,nan
18,96,60,nan
18,96,61,nan
18,96,62,nan
18,96,63,nan
18,96,64,nan
18,96,65,nan
18,96,66,nan
18,96,67,nan
18,96,68,nan
18,96,69,nan
18,96,70,nan
18,96,71,nan
18,96,72,nan
18,96,73,nan
18,96,74,nan
18,96,75,nan
18,96,76,nan
18,96,77,nan
18,96,78,nan
18,96,79,nan
18,96,80,nan
18,96,81,nan
18,96,82,nan
18,96,83,nan
18,96,84,nan
18,96,85,nan
18,96,86,nan
18,96,87,nan
18,96,88,nan
18,96,89,nan
18,96,90,nan
18,96,91,nan
18,96,92,nan
18,96,93,nan
18,96,94,nan
18,96,95,nan
18,96,96,nan
18,96,97,nan
18,96,98,nan
18,96,99,nan
18,97,0,nan
18,97,1,-5.33957636e+00
18,97,2,-4.65092669e+00
18,97,3,-4.38904794e+00
