x,y,z,vz
0,2,42,-4.20525656e+00
0,2,43,-4.20621693e+00
0,2,44,-4.21595786e+00
0,2,45,-4.24409656e+00
0,2,46,-4.29712155e+00
0,2,47,-4.38782143e+00
0,2,48,-4.54287397e+00
0,2,49,-4.82413833e+00
0,2,50,-5.72778556e+00
0,2,51,nan
0,2,52,nan
0,2,53,nan
0,2,54,nan
0,2,55,nan
0,2,56,nan
0,2,57,nan
0,2,58,nan
0,2,59,nan
0,2,60,nan
0,2,61,nan
0,2,62,nan
0,2,63,nan
0,2,64,nan
0,2,65,nan
0,2,66,nan
0,2,67,nan
0,2,68,nan
0,2,69,nan
0,2,70,nan
0,2,71,nan
0,2,72,nan
0,2,73,nan
0,2,74,nan
0,2,75,nan
0,2,76,nan
0,2,77,nan
0,2,78,nan
0,2,79,nan
0,2,80,nan
0,2,81,nan
0,2,82,nan
0,2,83,nan
0,2,84,nan
0,2,85,nan
0,2,86,nan
0,2,87,nan
0,2,88,nan
0,2,89,nan
0,2,90,nan
0,2,91,nan
0,2,92,nan
0,2,93,nan
0,2,94,nan
0,2,95,nan
0,2,96,nan
0,2,97,nan
0,2,98,nan
0,2,99,nan
0,3,0,-4.87381482e+00
0,3,1,-4.38378915e+00
0,3,2,-4.19339235e+00
0,3,3,-4.10144996e+00
0,3,4,-4.06246151e+00
0,3,5,-4.05350209e+00
0,3,6,-4.05731909e+00
0,3,7,-4.06441160e+00
0,3,8,-4.06656910e+00
0,3,9,-4.05139615e+00
0,3,10,-4.01942948e+00
0,3,11,-3.98779396e+00
0,3,12,-3.97383402e+00
0,3,13,-3.97614267e+00
0,3,14,-3.98889358e+00
0,3,15,-4.00686113e+00
0,3,16,-4.01733344e+00
0,3,17,-4.01789179e+00
0,3,18,-4.01353061e+00
0,3,19,-4.01132364e+00
0,3,20,-4.01835781e+00
0,3,21,-4.03963055e+00
0,3,22,-4.06735652e+00
0,3,23,-4.08268088e+00
0,3,24,-4.08273914e+00
0,3,25,-4.07668200e+00
0,3,26,-4.07219053e+00
0,3,27,-4.07462400e+00
0,3,28,-4.08773324e+00
0,3,29,-4.11310745e+00
0,3,30,-4.14574496e+00
0,3,31,-4.17932388e+00
0,3,32,-4.21075526e+00
0,3,33,-4.23004885e+00
0,3,34,-4.23357034e+00
0,3,35,-4.22901462e+00
0,3,36,-4.22309891e+00
0,3,37,-4.21357937e+00
0,3,38,-4.20005752e+00
0,3,39,-4.18576269e+00
0,3,40,-4.17465384e+00
0,3,41,-4.16906711e+00
0,3,42,-4.16798935e+00
0,3,43,-4.17244267e+00
0,3,44,-4.19013799e+00
0,3,45,-4.22761956e+00
