x,y,z,Fx
0,5,64,5.90397936e+01
0,5,65,nan
0,5,66,nan
0,5,67,6.04341200e+01
0,5,68,6.14760892e+01
0,5,69,5.80593212e+01
0,5,70,nan
0,5,71,nan
0,5,72,nan
0,5,73,5.68507382e+01
0,5,74,5.54024335e+01
0,5,75,6.11867430e+01
0,5,76,5.83823336e+01
0,5,77,5.84415510e+01
0,5,78,nan
0,5,79,5.72174173e+01
0,5,80,5.91579784e+01
0,5,81,5.70352106e+01
0,5,82,6.11350889e+01
0,5,83,5.97982568e+01
0,5,84,nan
0,5,85,nan
0,5,86,nan
0,5,87,nan
0,5,88,nan
0,5,89,5.95022863e+01
0,5,90,5.80790343e+01
0,5,91,nan
0,5,92,nan
0,5,93,nan
0,5,94,nan
0,5,95,5.93663712e+01
0,5,96,5.82774748e+01
0,5,97,5.83180438e+01
0,5,98,5.49337098e+01
0,5,99,5.86139397e+01
0,6,0,5.84147065e+01
0,6,1,nan
0,6,2,nan
0,6,3,5.84689978e+01
0,6,4,5.64874772e+01
0,6,5,6.15577080e+01
0,6,6,5.46523732e+01
0,6,7,nan
0,6,8,nan
0,6,9,nan
0,6,10,nan
0,6,11,nan
0,6,12,nan
0,6,13,nan
0,6,14,nan
0,6,15,5.87606078e+01
0,6,16,nan
0,6,17,nan
0,6,18,5.75759859e+01
0,6,19,nan
0,6,20,nan
0,6,21,nan
0,6,22,5.84210242e+01
0,6,23,5.75947400e+01
0,6,24,nan
0,6,25,5.36295270e+01
0,6,26,5.71717167e+01
0,6,27,5.90472761e+01
0,6,28,5.89138198e+01
0,6,29,nan
0,6,30,nan
0,6,31,nan
0,6,32,nan
0,6,33,nan
0,6,34,nan
0,6,35,nan
0,6,36,nan
0,6,37,nan
0,6,38,5.68553118e+01
0,6,39,5.96594515e+01
0,6,40,6.00635562e+01
0,6,41,5.82500554e+01
0,6,42,5.70344228e+01
0,6,43,5.79611194e+01
0,6,44,nan
0,6,45,5.97735423e+01
0,6,46,6.07218480e+01
0,6,47,6.32117396e+01
0,6,48,6.01943887e+01
0,6,49,5.83631378e+01
0,6,50,5.94778225e+01
0,6,51,6.55309027e+01
0,6,52,6.05102136e+01
0,6,53,nan
0,6,54,nan
0,6,55,nan
0,6,56,6.28343826e+01
0,6,57,nan
0,6,58,nan
0,6,59,nan
0,6,60,nan
0,6,61,5.95428662e+01
0,6,62,6.19661790e+01
0,6,63,6.00091986e+01
0,6,64,6.09888953e+01
0,6,65,nan
0,6,66,nan
0,6,67,5.92481348e+01
0,6,68,5.80576634e+01
0,6,69,5.78437186e+01
0,6,70,nan
0,6,71,nan
0,6,72,nan
0,6,73,6.29067950e+01
0,6,74,5.93798533e+01
0,6,75,6.03554603e+01
0,6,76,5.99157165e+01
0,6,77,5.94086806e+01
0,6,78,5.92288105e+01
0,6,79,6.38418160e+01
0,6,80,nan
0,6,81,6.00018513e+01
0,6,82,5.72950719e+01
0,6,83,5.98269301e+01
0,6,84,5.87628998e+01
0,6,85,nan
0,6,86,nan
0,6,87,5.49321610e+01
0,6,88,6.35827580e+01
0,6,89,5.85249803e+01
0,6,90,nan
0,6,91,5.88036281e+01
0,6,92,nan
0,6,93,5.51994765e+01
0,6,94,nan
0,6,95,6.02867914e+01
0,6,96,5.71385587e+01
0,6,97,5.42639144e+01
0,6,98,nan
0,6,99,5.58161623e+01
0,7,0,nan
0,7,1,nan
0,7,2,nan
0,7,3,nan
0,7,4,6.01670496e+01
0,7,5,6.25047972e+01
0,7,6,6.15383032e+01
0,7,7,nan
0,7,8,nan
0,7,9,nan
0,7,10,nan
0,7,11,nan
0,7,12,nan
0,7,13,nan
0,7,14,nan
0,7,15,nan
0,7,16,nan
