x,y,z,Fx
27,63,90,5.70163832e+01
27,63,91,6.43378626e+01
27,63,92,nan
27,63,93,nan
27,63,94,5.76832957e+01
27,63,95,6.02939315e+01
27,63,96,5.86805236e+01
27,63,97,5.76485226e+01
27,63,98,6.03657944e+01
27,63,99,6.03529135e+01
27,64,0,6.04370255e+01
27,64,1,6.12498941e+01
27,64,2,5.90649850e+01
27,64,3,nan
27,64,4,nan
27,64,5,nan
27,64,6,nan
27,64,7,nan
27,64,8,nan
27,64,9,nan
27,64,10,nan
27,64,11,5.91399340e+01
27,64,12,5.79205580e+01
27,64,13,nan
27,64,14,6.31605235e+01
27,64,15,nan
27,64,16,6.35043888e+01
27,64,17,nan
27,64,18,5.91809884e+01
27,64,19,5.91287277e+01
27,64,20,6.21109484e+01
27,64,21,5.87432133e+01
27,64,22,nan
27,64,23,5.60108874e+01
27,64,24,6.07252392e+01
27,64,25,6.12888770e+01
27,64,26,6.06801981e+01
27,64,27,5.85067803e+01
27,64,28,6.12972033e+01
27,64,29,5.87463998e+01
27,64,30,5.98528626e+01
27,64,31,5.53537079e+01
27,64,32,5.51123261e+01
27,64,33,5.59492017e+01
27,64,34,nan
27,64,35,nan
27,64,36,nan
27,64,37,5.99997950e+01
27,64,38,6.29911413e+01
27,64,39,nan
27,64,40,nan
27,64,41,nan
27,64,42,nan
27,64,43,5.54410463e+01
27,64,44,nan
27,64,45,nan
27,64,46,6.29183387e+01
27,64,47,6.42979272e+01
27,64,48,6.46548445e+01
27,64,49,nan
27,64,50,6.14225705e+01
27,64,51,6.02421018e+01
27,64,52,6.55016844e+01
27,64,53,6.11179136e+01
27,64,54,6.08057002e+01
27,64,55,5.97096392e+01
27,64,56,6.01014664e+01
27,64,57,6.17732580e+01
27,64,58,5.81985023e+01
27,64,59,6.13821066e+01
27,64,60,nan
27,64,61,5.88232661e+01
27,64,62,6.08015581e+01
27,64,63,nan
27,64,64,6.01187635e+01
27,64,65,5.82452732e+01
27,64,66,nan
27,64,67,nan
27,64,68,nan
27,64,69,nan
27,64,70,6.09105474e+01
27,64,71,6.16608372e+01
27,64,72,6.31136929e+01
27,64,73,5.72673036e+01
27,64,74,5.92384704e+01
27,64,75,5.56561071e+01
27,64,76,nan
27,64,77,nan
27,64,78,nan
27,64,79,nan
27,64,80,nan
27,64,81,5.53972155e+01
27,64,82,5.57652680e+01
27,64,83,5.57431687e+01
27,64,84,nan
27,64,85,nan
27,64,86,6.17741186e+01
27,64,87,6.49388709e+01
27,64,88,5.65203453e+01
27,64,89,5.53737763e+01
27,64,90,nan
27,64,91,5.59370749e+01
27,64,92,nan
27,64,93,nan
27,64,94,5.51127664e+01
27,64,95,6.07997143e+01
27,64,96,5.95044885e+01
27,64,97,5.56048537e+01
27,64,98,5.51052986e+01
27,64,99,5.86241538e+01
27,65,0,5.62251892e+01
27,65,1,nan
27,65,2,nan
27,65,3,nan
27,65,4,5.99304828e+01
27,65,5,5.67827162e+01
27,65,6,nan
27,65,7,nan
27,65,8,nan
27,65,9,5.58902049e+01
27,65,10,5.61316420e+01
27,65,11,6.03163168e+01
27,65,12,5.87472179e+01
27,65,13,6.09927759e+01
27,65,14,6.28076927e+01
27,65,15,6.38713278e+01
27,65,16,6.48133490e+01
27,65,17,6.19407640e+01
27,65,18,6.14182894e+01
27,65,19,6.23625561e+01
27,65,20,6.27040180e+01
27,65,21,nan
27,65,22,6.06865092e+01
27,65,23,5.56297730e+01
27,65,24,6.06725982e+01
27,65,25,6.03522438e+01
27,65,26,5.87581583e+01
27,65,27,6.01971578e+01
27,65,28,6.06714474e+01
27,65,29,6.01866017e+01
27,65,30,nan
27,65,31,5.54620641e+01
27,65,32,6.05004357e+01
27,65,33,nan
27,65,34,5.84320426e+01
27,65,35,6.21224844e+01
27,65,36,nan
27,65,37,nan
27,65,38,nan
27,65,39,nan
27,65,40,nan
27,65,41,nan
27,65,42,5.55205257e+01
27,65,43,5.65537559e+01
27,65,44,nan
27,65,45,nan
27,65,46,nan
27,65,47,6.44670675e+01
27,65,48,nan
27,65,49,nan
27,65,50,nan
27,65,51,6.22454970e+01
27,65,52,6.21650698e+01
27,65,53,nan
27,65,54,5.80795574e+01
27,65,55,6.11418089e+01
27,65,56,nan
27,65,57,nan
27,65,58,6.15032182e+01
27,65,59,5.88269848e+01
27,65,60,6.39922907e+01
27,65,61,nan
27,65,62,5.99555641e+01
27,65,63,nan
27,65,64,5.84831832e+01
27,65,65,6.10793091e+01
27,65,66,nan
27,65,67,6.01054420e+01
27,65,68,nan
27,65,69,6.02073538e+01
27,65,70,5.86593402e+01
27,65,71,6.10761370e+01
27,65,72,5.97464205e+01
27,65,73,nan
27,65,74,5.70827842e+01
27,65,75,5.94121426e+01
27,65,76,5.84261179e+01
27,65,77,5.87810743e+01
27,65,78,nan
27,65,79,6.00949726e+01
27,65,80,6.07700154e+01
27,65,81,nan
27,65,82,5.63460187e+01
27,65,83,nan
27,65,84,nan
27,65,85,5.87737777e+01
27,65,86,5.86252088e+01
27,65,87,5.91980700e+01
27,65,88,5.61739416e+01
27,65,89,nan
27,65,90,5.86233274e+01
27,65,91,5.84972187e+01
27,65,92,nan
27,65,93,nan
27,65,94,5.79489402e+01
27,65,95,5.95337745e+01
27,65,96,5.82845814e+01
27,65,97,6.06560059e+01
27,65,98,6.08473342e+01
27,65,99,5.90972829e+01
27,66,0,nan
27,66,1,5.90310155e+01
27,66,2,nan
27,66,3,nan
27,66,4,6.05878467e+01
27,66,5,6.15359961e+01
27,66,6,6.02593804e+01
27,66,7,nan
27,66,8,nan
27,66,9,nan
27,66,10,5.60080105e+01
27,66,11,5.63662112e+01
27,66,12,5.98299732e+01
27,66,13,5.65189130e+01
27,66,14,6.09840665e+01
27,66,15,5.64254754e+01
27,66,16,6.25975516e+01
27,66,17,6.43204373e+01
27,66,18,6.53659913e+01
27,66,19,6.05612338e+01
27,66,20,nan
27,66,21,6.06973982e+01
27,66,22,5.81160152e+01
27,66,23,6.08119746e+01
27,66,24,5.79759251e+01
27,66,25,5.91999599e+01
27,66,26,6.10480630e+01
27,66,27,6.06234928e+01
27,66,28,6.07466813e+01
27,66,29,5.78426792e+01
27,66,30,5.87982899e+01
27,66,31,5.94345137e+01
27,66,32,5.80070772e+01
27,66,33,nan
27,66,34,nan
27,66,35,5.76796074e+01
27,66,36,nan
27,66,37,nan
27,66,38,nan
27,66,39,nan
27,66,40,nan
27,66,41,nan
27,66,42,nan
27,66,43,nan
27,66,44,nan
27,66,45,5.86234865e+01
27,66,46,6.17647167e+01
27,66,47,6.27384143e+01
27,66,48,6.27414605e+01
27,66,49,nan
27,66,50,6.31851598e+01
27,66,51,6.06878532e+01
27,66,52,6.21239927e+01
27,66,53,6.13450498e+01
27,66,54,nan
27,66,55,nan
27,66,56,nan
27,66,57,nan
27,66,58,5.98469064e+01
27,66,59,5.78653903e+01
27,66,60,nan
27,66,61,nan
27,66,62,nan
27,66,63,6.02732935e+01
27,66,64,5.82973374e+01
27,66,65,nan
27,66,66,nan
27,66,67,nan
27,66,68,6.13748022e+01
27,66,69,nan
27,66,70,6.22700779e+01
27,66,71,6.13871297e+01
27,66,72,nan
27,66,73,nan
27,66,74,nan
27,66,75,5.66355895e+01
27,66,76,nan
27,66,77,5.60197029e+01
27,66,78,5.85739122e+01
27,66,79,6.10268483e+01
27,66,80,5.99357453e+01
27,66,81,6.02611117e+01
27,66,82,5.74630462e+01
27,66,83,nan
27,66,84,nan
27,66,85,nan
27,66,86,5.74634966e+01
27,66,87,5.96578009e+01
27,66,88,5.66664786e+01
27,66,89,nan
27,66,90,nan
27,66,91,nan
27,66,92,nan
27,66,93,6.13277883e+01
27,66,94,nan
27,66,95,6.09374981e+01
27,66,96,6.22432082e+01
27,66,97,6.05491405e+01
27,66,98,6.21306509e+01
27,66,99,5.88135305e+01
27,67,0,6.45892528e+01
27,67,1,nan
27,67,2,nan
27,67,3,nan
27,67,4,6.06768707e+01
27,67,5,5.68370824e+01
27,67,6,6.23504495e+01
27,67,7,nan
27,67,8,nan
27,67,9,nan
27,67,10,nan
27,67,11,nan
27,67,12,6.00467316e+01
27,67,13,6.08334704e+01
27,67,14,6.16013229e+01
27,67,15,5.61360319e+01
27,67,16,5.92994167e+01
27,67,17,5.94726156e+01
27,67,18,6.04661191e+01
27,67,19,nan
27,67,20,5.95282351e+01
27,67,21,5.97657019e+01
27,67,22,5.79247411e+01
27,67,23,5.98766162e+01
27,67,24,5.97775131e+01
27,67,25,nan
27,67,26,nan
27,67,27,5.89281762e+01
27,67,28,5.97804015e+01
27,67,29,5.74911268e+01
27,67,30,5.75207255e+01
27,67,31,6.21547091e+01
27,67,32,5.92967415e+01
27,67,33,nan
27,67,34,nan
27,67,35,nan
27,67,36,6.04982721e+01
27,67,37,nan
27,67,38,5.82123654e+01
27,67,39,nan
27,67,40,nan
27,67,41,nan
27,67,42,nan
27,67,43,nan
27,67,44,nan
27,67,45,nan
27,67,46,nan
27,67,47,6.07233374e+01
27,67,48,5.86341345e+01
27,67,49,5.96981075e+01
27,67,50,6.17275344e+01
27,67,51,5.93200437e+01
27,67,52,5.37739354e+01
27,67,53,nan
27,67,54,nan
27,67,55,nan
27,67,56,nan
27,67,57,5.75423145e+01
27,67,58,5.66615446e+01
27,67,59,5.87325540e+01
27,67,60,nan
27,67,61,5.54965086e+01
27,67,62,6.44061018e+01
27,67,63,6.14687102e+01
27,67,64,6.21186836e+01
27,67,65,nan
27,67,66,nan
27,67,67,5.89761881e+01
27,67,68,6.20948697e+01
27,67,69,5.64721479e+01
27,67,70,6.04682273e+01
27,67,71,6.02498251e+01
27,67,72,5.99667889e+01
27,67,73,nan
27,67,74,6.04839783e+01
27,67,75,nan
27,67,76,nan
27,67,77,nan
27,67,78,6.00004533e+01
27,67,79,5.98822196e+01
27,67,80,6.12089189e+01
27,67,81,5.99542837e+01
27,67,82,6.04167663e+01
27,67,83,6.39311763e+01
27,67,84,nan
27,67,85,5.97969656e+01
27,67,86,6.05339687e+01
27,67,87,5.96708890e+01
27,67,88,5.98150787e+01
27,67,89,nan
27,67,90,nan
27,67,91,nan
27,67,92,5.72935480e+01
27,67,93,nan
27,67,94,5.69025035e+01
27,67,95,5.89103049e+01
27,67,96,5.95218495e+01
27,67,97,5.84550447e+01
27,67,98,6.00228131e+01
27,67,99,5.84898237e+01
27,68,0,6.56348243e+01
27,68,1,6.46133786e+01
27,68,2,6.43274659e+01
27,68,3,nan
27,68,4,nan
27,68,5,nan
27,68,6,5.97476349e+01
27,68,7,6.11701961e+01
27,68,8,nan
27,68,9,nan
27,68,10,nan
27,68,11,nan
27,68,12,nan
27,68,13,5.95082716e+01
27,68,14,5.89368271e+01
27,68,15,nan
27,68,16,nan
27,68,17,6.08221387e+01
27,68,18,5.85146956e+01
27,68,19,6.12651062e+01
27,68,20,5.65943706e+01
27,68,21,6.15300031e+01
27,68,22,6.18179067e+01
27,68,23,6.07212876e+01
27,68,24,nan
27,68,25,nan
27,68,26,nan
27,68,27,5.71862509e+01
27,68,28,nan
27,68,29,nan
27,68,30,5.87820428e+01
27,68,31,5.74425548e+01
27,68,32,6.04473344e+01
27,68,33,5.95502419e+01
27,68,34,nan
27,68,35,nan
27,68,36,5.93284678e+01
27,68,37,6.02687966e+01
27,68,38,5.80380228e+01
27,68,39,nan
27,68,40,5.71467786e+01
27,68,41,nan
27,68,42,nan
27,68,43,nan
27,68,44,nan
27,68,45,nan
27,68,46,5.79099944e+01
27,68,47,6.07758680e+01
27,68,48,6.20691589e+01
27,68,49,5.98839412e+01
27,68,50,6.07120245e+01
27,68,51,5.89598400e+01
27,68,52,nan
27,68,53,nan
27,68,54,nan
27,68,55,nan
27,68,56,5.94529060e+01
27,68,57,6.00274131e+01
27,68,58,6.01996943e+01
27,68,59,5.77125841e+01
27,68,60,5.73481559e+01
27,68,61,6.34101813e+01
27,68,62,6.38884500e+01
27,68,63,6.05850723e+01
27,68,64,6.01829756e+01
27,68,65,5.82164595e+01
27,68,66,nan
27,68,67,6.02037378e+01
27,68,68,nan
27,68,69,6.09708209e+01
27,68,70,5.85624959e+01
27,68,71,5.74309127e+01
27,68,72,5.96679715e+01
27,68,73,5.79986173e+01
27,68,74,5.69731069e+01
27,68,75,6.02945544e+01
27,68,76,nan
27,68,77,6.48851181e+01
27,68,78,6.36088707e+01
27,68,79,nan
27,68,80,nan
27,68,81,nan
27,68,82,nan
27,68,83,5.96520086e+01
27,68,84,5.78973101e+01
27,68,85,5.63752478e+01
27,68,86,6.04662601e+01
27,68,87,nan
27,68,88,nan
27,68,89,nan
27,68,90,nan
27,68,91,5.91154370e+01
27,68,92,5.86385226e+01
27,68,93,nan
27,68,94,5.87095392e+01
27,68,95,5.94777520e+01
27,68,96,5.87494697e+01
27,68,97,6.06480605e+01
27,68,98,6.00178902e+01
27,68,99,6.46183324e+01
27,69,0,6.35443565e+01
27,69,1,6.03135826e+01
27,69,2,6.43137140e+01
27,69,3,6.17082264e+01
27,69,4,nan
27,69,5,nan
27,69,6,6.09927356e+01
27,69,7,5.86810315e+01
27,69,8,nan
27,69,9,nan
27,69,10,nan
27,69,11,nan
27,69,12,5.58063799e+01
27,69,13,nan
27,69,14,nan
27,69,15,nan
27,69,16,6.23270069e+01
27,69,17,6.50269564e+01
27,69,18,6.12344402e+01
27,69,19,6.06440180e+01
27,69,20,nan
27,69,21,nan
27,69,22,nan
27,69,23,nan
27,69,24,nan
27,69,25,nan
27,69,26,nan
27,69,27,nan
27,69,28,nan
27,69,29,nan
27,69,30,5.38207083e+01
27,69,31,5.83838248e+01
27,69,32,5.63555995e+01
27,69,33,5.78615027e+01
27,69,34,nan
27,69,35,6.03503339e+01
27,69,36,5.85964959e+01
27,69,37,5.76861182e+01
27,69,38,5.46768451e+01
27,69,39,5.72574909e+01
27,69,40,nan
27,69,41,nan
27,69,42,nan
27,69,43,nan
27,69,44,nan
27,69,45,nan
27,69,46,5.68663732e+01
27,69,47,6.14816612e+01
27,69,48,5.93405640e+01
27,69,49,5.81197177e+01
27,69,50,5.80759113e+01
27,69,51,nan
27,69,52,nan
27,69,53,nan
27,69,54,5.65134497e+01
27,69,55,6.03262256e+01
27,69,56,5.81469235e+01
27,69,57,6.36983593e+01
27,69,58,nan
27,69,59,nan
27,69,60,nan
27,69,61,5.94855597e+01
27,69,62,6.04637284e+01
27,69,63,6.10370056e+01
27,69,64,6.02687419e+01
27,69,65,nan
27,69,66,nan
27,69,67,nan
27,69,68,5.47854918e+01
27,69,69,5.97949275e+01
27,69,70,5.82531231e+01
27,69,71,5.65555725e+01
27,69,72,5.80609447e+01
27,69,73,6.36192693e+01
27,69,74,5.95676629e+01
27,69,75,5.74817942e+01
27,69,76,nan
27,69,77,6.26104692e+01
27,69,78,6.45286640e+01
27,69,79,nan
27,69,80,nan
27,69,81,nan
27,69,82,6.15509832e+01
27,69,83,nan
27,69,84,nan
27,69,85,6.43793338e+01
27,69,86,6.25398436e+01
27,69,87,6.43131554e+01
27,69,88,nan
27,69,89,nan
27,69,90,5.85224426e+01
27,69,91,5.73843172e+01
27,69,92,5.70251075e+01
27,69,93,nan
27,69,94,nan
27,69,95,6.06683723e+01
27,69,96,6.04634941e+01
27,69,97,6.14738786e+01
27,69,98,5.86207201e+01
27,69,99,5.99133358e+01
27,70,0,5.96898989e+01
27,70,1,5.81545962e+01
27,70,2,6.05602126e+01
27,70,3,nan
27,70,4,nan
27,70,5,nan
27,70,6,5.75925664e+01
27,70,7,6.08447878e+01
27,70,8,nan
27,70,9,nan
27,70,10,5.51272070e+01
27,70,11,5.91138803e+01
27,70,12,5.62750474e+01
27,70,13,nan
27,70,14,nan
27,70,15,5.98731416e+01
27,70,16,nan
27,70,17,6.22212026e+01
27,70,18,nan
27,70,19,nan
27,70,20,nan
27,70,21,nan
27,70,22,nan
27,70,23,nan
27,70,24,nan
27,70,25,nan
27,70,26,nan
27,70,27,5.87357912e+01
27,70,28,nan
27,70,29,nan
27,70,30,nan
27,70,31,5.93003498e+01
27,70,32,6.00649578e+01
27,70,33,6.10151137e+01
27,70,34,5.80468862e+01
27,70,35,nan
27,70,36,6.00609075e+01
27,70,37,6.15729434e+01
27,70,38,5.79360512e+01
27,70,39,nan
27,70,40,nan
27,70,41,6.29461645e+01
27,70,42,6.14110584e+01
27,70,43,nan
27,70,44,nan
27,70,45,nan
27,70,46,5.81524252e+01
27,70,47,5.69285858e+01
27,70,48,6.06694526e+01
27,70,49,5.86423188e+01
27,70,50,5.75954608e+01
27,70,51,6.07117735e+01
27,70,52,nan
27,70,53,nan
27,70,54,nan
27,70,55,5.80722652e+01
27,70,56,6.42587962e+01
27,70,57,nan
27,70,58,nan
27,70,59,nan
27,70,60,nan
27,70,61,nan
27,70,62,nan
27,70,63,5.78490358e+01
27,70,64,nan
27,70,65,6.01928659e+01
27,70,66,5.51389642e+01
27,70,67,5.59011686e+01
27,70,68,5.62903139e+01
27,70,69,6.00881884e+01
27,70,70,6.14004617e+01
27,70,71,5.81589444e+01
27,70,72,5.72451657e+01
27,70,73,6.03831029e+01
27,70,74,nan
27,70,75,6.42591616e+01
27,70,76,5.91245905e+01
27,70,77,6.36118367e+01
27,70,78,6.34964661e+01
27,70,79,6.10592846e+01
27,70,80,nan
27,70,81,6.14919186e+01
27,70,82,6.07510581e+01
27,70,83,6.46059571e+01
27,70,84,6.07708110e+01
27,70,85,nan
27,70,86,6.30702002e+01
27,70,87,nan
27,70,88,nan
27,70,89,nan
27,70,90,nan
27,70,91,5.85447929e+01
27,70,92,nan
27,70,93,nan
27,70,94,nan
27,70,95,5.97368050e+01
27,70,96,6.15995524e+01
27,70,97,5.93756109e+01
27,70,98,nan
27,70,99,nan
27,71,0,5.96082261e+01
27,71,1,nan
27,71,2,nan
27,71,3,nan
27,71,4,6.14339474e+01
27,71,5,5.91220249e+01
27,71,6,5.93379238e+01
27,71,7,5.71729731e+01
27,71,8,nan
27,71,9,5.80717014e+01
27,71,10,6.39553573e+01
27,71,11,6.10143012e+01
27,71,12,5.83637411e+01
27,71,13,5.78204930e+01
27,71,14,5.71437769e+01
27,71,15,6.14560101e+01
27,71,16,nan
27,71,17,nan
27,71,18,nan
27,71,19,nan
27,71,20,nan
27,71,21,nan
27,71,22,nan
27,71,23,nan
27,71,24,nan
27,71,25,5.72755823e+01
27,71,26,5.82285347e+01
27,71,27,5.76523153e+01
27,71,28,5.42556091e+01
27,71,29,nan
27,71,30,5.53956229e+01
27,71,31,nan
27,71,32,6.25571890e+01
27,71,33,6.15237777e+01
27,71,34,6.04342684e+01
27,71,35,nan
27,71,36,5.71946640e+01
27,71,37,6.17528901e+01
27,71,38,nan
27,71,39,6.21929433e+01
27,71,40,6.01759194e+01
27,71,41,6.01040064e+01
27,71,42,6.06097042e+01
27,71,43,nan
27,71,44,5.79726808e+01
27,71,45,5.97297394e+01
27,71,46,5.79946125e+01
27,71,47,5.88227048e+01
27,71,48,5.91332948e+01
27,71,49,6.16782206e+01
27,71,50,6.04804917e+01
27,71,51,6.20736601e+01
27,71,52,5.94436673e+01
27,71,53,nan
27,71,54,5.92997598e+01
27,71,55,6.41956070e+01
27,71,56,6.52773543e+01
27,71,57,6.22558417e+01
27,71,58,nan
27,71,59,nan
27,71,60,nan
27,71,61,nan
27,71,62,nan
27,71,63,nan
27,71,64,nan
27,71,65,nan
27,71,66,5.82307249e+01
27,71,67,6.05777948e+01
27,71,68,5.92694206e+01
27,71,69,6.07089362e+01
27,71,70,6.03655449e+01
27,71,71,nan
27,71,72,5.64776277e+01
27,71,73,5.94179226e+01
27,71,74,nan
27,71,75,5.59864562e+01
27,71,76,5.85424465e+01
27,71,77,nan
27,71,78,6.44614468e+01
27,71,79,5.78560681e+01
27,71,80,nan
27,71,81,nan
27,71,82,6.25973193e+01
27,71,83,6.46465965e+01
27,71,84,6.56763318e+01
27,71,85,6.26045683e+01
27,71,86,nan
27,71,87,nan
27,71,88,nan
27,71,89,nan
27,71,90,5.96764261e+01
27,71,91,5.97408964e+01
27,71,92,5.99712155e+01
27,71,93,nan
27,71,94,5.77216160e+01
27,71,95,nan
27,71,96,nan
27,71,97,nan
27,71,98,nan
27,71,99,nan
27,72,0,nan
27,72,1,6.37903128e+01
27,72,2,nan
27,72,3,6.22250901e+01
27,72,4,nan
27,72,5,nan
27,72,6,nan
27,72,7,nan
27,72,8,nan
27,72,9,6.26691908e+01
27,72,10,6.14276678e+01
27,72,11,5.91192215e+01
27,72,12,nan
27,72,13,5.97360283e+01
27,72,14,6.33836882e+01
27,72,15,5.86845701e+01
27,72,16,nan
27,72,17,nan
27,72,18,5.64865281e+01
27,72,19,nan
27,72,20,6.32725191e+01
27,72,21,nan
27,72,22,nan
27,72,23,nan
27,72,24,5.73020755e+01
27,72,25,6.14662247e+01
27,72,26,5.95281866e+01
27,72,27,6.06336302e+01
27,72,28,5.76722810e+01
27,72,29,5.46785194e+01
27,72,30,nan
27,72,31,nan
27,72,32,6.05742891e+01
27,72,33,6.05870733e+01
27,72,34,nan
27,72,35,nan
27,72,36,6.01607138e+01
27,72,37,nan
27,72,38,nan
27,72,39,6.41298935e+01
27,72,40,6.56689815e+01
27,72,41,6.26338460e+01
27,72,42,6.09424672e+01
27,72,43,nan
27,72,44,5.95711084e+01
27,72,45,5.91442236e+01
27,72,46,nan
27,72,47,5.71674825e+01
27,72,48,5.96242690e+01
27,72,49,5.77964644e+01
27,72,50,5.91105216e+01
27,72,51,nan
27,72,52,5.64292198e+01
27,72,53,nan
27,72,54,nan
27,72,55,nan
27,72,56,6.40737174e+01
27,72,57,5.63924835e+01
27,72,58,5.96801022e+01
27,72,59,nan
27,72,60,6.12099723e+01
27,72,61,nan
27,72,62,nan
27,72,63,nan
27,72,64,nan
27,72,65,5.70893210e+01
27,72,66,5.71894882e+01
27,72,67,5.83345117e+01
27,72,68,6.14705993e+01
27,72,69,5.81294180e+01
27,72,70,nan
27,72,71,nan
27,72,72,nan
27,72,73,nan
27,72,74,nan
27,72,75,5.95421668e+01
27,72,76,5.97493953e+01
27,72,77,5.75362768e+01
27,72,78,6.06156981e+01
27,72,79,nan
27,72,80,nan
27,72,81,nan
27,72,82,nan
27,72,83,nan
27,72,84,6.16493540e+01
27,72,85,nan
27,72,86,5.80372928e+01
27,72,87,5.91441446e+01
27,72,88,nan
27,72,89,nan
27,72,90,nan
27,72,91,nan
27,72,92,nan
27,72,93,nan
27,72,94,5.92415308e+01
27,72,95,nan
27,72,96,nan
27,72,97,nan
27,72,98,nan
27,72,99,nan
27,73,0,6.28298622e+01
27,73,1,6.03963297e+01
27,73,2,6.34932873e+01
27,73,3,6.33641942e+01
27,73,4,6.22669814e+01
27,73,5,nan
27,73,6,nan
27,73,7,nan
27,73,8,6.03116207e+01
27,73,9,6.46212097e+01
27,73,10,6.15601562e+01
27,73,11,nan
27,73,12,nan
27,73,13,5.91816308e+01
27,73,14,6.53722005e+01
27,73,15,6.43982282e+01
27,73,16,5.97744711e+01
27,73,17,6.01159314e+01
27,73,18,6.00402779e+01
27,73,19,6.37648387e+01
27,73,20,6.34032336e+01
27,73,21,6.24820576e+01
27,73,22,nan
27,73,23,nan
27,73,24,5.96263877e+01
27,73,25,6.10789545e+01
27,73,26,6.12610434e+01
27,73,27,5.88957534e+01
27,73,28,6.03356809e+01
27,73,29,nan
27,73,30,nan
27,73,31,6.18426047e+01
27,73,32,nan
27,73,33,nan
27,73,34,nan
27,73,35,nan
27,73,36,nan
27,73,37,5.84058413e+01
27,73,38,nan
27,73,39,nan
27,73,40,6.43536799e+01
27,73,41,5.70896130e+01
27,73,42,nan
27,73,43,nan
27,73,44,5.89006441e+01
27,73,45,5.81989561e+01
27,73,46,5.88936480e+01
27,73,47,nan
27,73,48,nan
27,73,49,nan
27,73,50,nan
27,73,51,5.97279690e+01
27,73,52,5.65456343e+01
27,73,53,nan
27,73,54,nan
27,73,55,nan
27,73,56,nan
27,73,57,5.83904767e+01
27,73,58,nan
27,73,59,5.61543292e+01
27,73,60,nan
27,73,61,5.72462422e+01
27,73,62,nan
27,73,63,5.68714278e+01
27,73,64,5.87808573e+01
27,73,65,5.64061426e+01
27,73,66,5.80483782e+01
27,73,67,nan
27,73,68,nan
27,73,69,5.89355565e+01
27,73,70,nan
27,73,71,nan
27,73,72,nan
27,73,73,nan
27,73,74,nan
27,73,75,5.96357871e+01
27,73,76,6.20618989e+01
27,73,77,6.13078359e+01
27,73,78,5.82701655e+01
27,73,79,5.68434673e+01
27,73,80,nan
27,73,81,6.23297343e+01
27,73,82,nan
27,73,83,nan
27,73,84,nan
27,73,85,nan
27,73,86,5.79538316e+01
27,73,87,nan
27,73,88,nan
27,73,89,nan
27,73,90,5.97349054e+01
27,73,91,nan
27,73,92,nan
27,73,93,nan
27,73,94,nan
27,73,95,nan
27,73,96,nan
27,73,97,nan
27,73,98,nan
27,73,99,nan
27,74,0,6.18243066e+01
27,74,1,6.26679196e+01
27,74,2,6.37817758e+01
27,74,3,6.45773491e+01
27,74,4,nan
27,74,5,nan
27,74,6,6.41912258e+01
27,74,7,nan
27,74,8,nan
27,74,9,6.31453509e+01
27,74,10,6.24301393e+01
27,74,11,5.88940087e+01
27,74,12,nan
27,74,13,nan
27,74,14,6.06475936e+01
27,74,15,5.92531641e+01
27,74,16,5.95971699e+01
27,74,17,5.91229532e+01
27,74,18,nan
27,74,19,nan
27,74,20,6.21265319e+01
27,74,21,nan
27,74,22,nan
27,74,23,nan
27,74,24,nan
27,74,25,6.13854758e+01
27,74,26,5.84644221e+01
27,74,27,nan
27,74,28,nan
27,74,29,nan
27,74,30,nan
27,74,31,6.53347009e+01
27,74,32,6.39850616e+01
27,74,33,nan
27,74,34,nan
27,74,35,nan
27,74,36,nan
27,74,37,5.80470262e+01
27,74,38,nan
27,74,39,nan
27,74,40,nan
27,74,41,nan
27,74,42,nan
27,74,43,nan
27,74,44,nan
27,74,45,nan
27,74,46,nan
27,74,47,5.88243013e+01
27,74,48,nan
27,74,49,nan
27,74,50,nan
27,74,51,nan
27,74,52,5.78215514e+01
27,74,53,5.96135812e+01
27,74,54,nan
27,74,55,nan
27,74,56,nan
27,74,57,nan
27,74,58,5.83140845e+01
27,74,59,nan
27,74,60,nan
27,74,61,nan
27,74,62,5.84097174e+01
27,74,63,5.31356745e+01
27,74,64,5.39493983e+01
27,74,65,5.68818872e+01
27,74,66,5.80067365e+01
27,74,67,5.64400631e+01
27,74,68,nan
27,74,69,nan
27,74,70,5.75542605e+01
27,74,71,nan
27,74,72,nan
27,74,73,nan
27,74,74,nan
27,74,75,6.17653133e+01
27,74,76,5.96949266e+01
27,74,77,6.20814151e+01
27,74,78,nan
27,74,79,6.06577779e+01
27,74,80,5.72904401e+01
27,74,81,5.97477344e+01
27,74,82,5.81436573e+01
27,74,83,5.68016444e+01
27,74,84,nan
27,74,85,6.13320828e+01
27,74,86,5.67438171e+01
27,74,87,nan
27,74,88,5.73543170e+01
27,74,89,5.84685274e+01
27,74,90,5.99089135e+01
27,74,91,5.60165137e+01
27,74,92,nan
27,74,93,5.78038078e+01
27,74,94,5.93496449e+01
27,74,95,5.62942491e+01
27,74,96,5.73884140e+01
27,74,97,5.77140953e+01
27,74,98,nan
27,74,99,nan
27,75,0,6.37904820e+01
27,75,1,6.28405709e+01
27,75,2,5.44906426e+01
27,75,3,nan
27,75,4,nan
27,75,5,nan
27,75,6,nan
27,75,7,5.63023949e+01
27,75,8,nan
27,75,9,5.77393643e+01
27,75,10,5.90637685e+01
27,75,11,nan
27,75,12,nan
27,75,13,nan
27,75,14,5.82410228e+01
27,75,15,5.95093608e+01
27,75,16,nan
27,75,17,nan
27,75,18,nan
27,75,19,nan
27,75,20,5.92139357e+01
27,75,21,5.79238608e+01
27,75,22,nan
